"","Total.Entries","CS","ID","RD1","RD2","RD3","RD4","RD5","R1","R2","R3","R4","R5","RD_sum","R_sum","CurrentLabel","NextLabel"
"2336",11,11,0,0,0,1,1.5,2,0,0,1,8.5,60,9,92,1,1
"2337",11,11,0,0,0,1,1.5,3,0,0,3,7,21,11,53,2,0
"2338",11,11,0,0,0,1,1.5,5,0,0,1,2.5,27,15,40,1,1
"2339",11,11,0,0,0.5,1,1,1,0,0.5,1,4,6,8,25,1,2
"2340",11,11,0,0,0.5,1,1,1,0,0.5,2,3,8,8,25,0,0
"2341",11,11,0,0,0.5,1,1,2,0,0.5,1,2.5,4,10,17,1,1
"2342",11,11,0,0,0.5,1,1,2,0,0.5,1,3,5,9,21,2,2
"2343",11,11,0,0,0.5,1,1,2,0,0.5,2,3.5,10,9,27,0,0
"2344",11,11,0,0,0.5,1,1,3,0,0.5,1,3,5,11,21,1,2
"2345",11,11,0,0,0.5,1,1,3,0,0.5,1,15.5,29,11,95,0,1
"2346",11,11,0,0,0.5,1,1,4,0,0.5,1,2.5,10,12,24,0,0
"2347",11,11,0,0,0.5,1,1.5,2,0,0.5,1,3,7,11,24,1,0
"2348",11,11,0,0,0.5,1,1.5,2,0,1,2,8.5,16,11,56,0,0
"2349",11,11,0,0,0.5,1,1.5,3,0,0.5,1,5,13,13,38,1,1
"2350",11,11,0,0,0.5,1,2,6,0,0.5,1,9.5,34,18,76,2,2
"2351",11,11,0,0,1,1,1,1,0,1,1,5,9,9,33,1,1
"2352",11,11,0,0,1,1,1,1,0,1,3,4.5,7,9,31,1,1
"2353",11,11,0,0,1,1,1,2,0,1,2,4,9,10,33,0,2
"2354",11,11,0,0,1,1,1,2,0,1,2,4,25,11,48,0,1
"2355",11,11,0,0,1,1,1,2,0,1,3,6.5,11,10,46,0,0
"2356",11,11,0,0,1,1,1,2,0,1,3,8,12,11,51,0,1
"2357",11,11,0,0,1,1,1,2,0,1.5,4,7,10,10,47,2,0
"2358",11,11,0,0,1,1,1,3,0,2,5,7,18,11,59,1,0
"2359",11,11,0,0,1,1,2,5,0,2,4,12,19,16,74,1,1
"2360",11,11,0,1,1,1,2,2,1,1,2,5.5,10,16,39,1,0
"2361",12,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2362",12,2,10,0,1,3,3,7,0,3,4,6.25,14,30,61,1,0
"2363",12,4,8,0,0.75,2,4.5,23,0,1.5,5,8.5,105,49,154,0,0
"2364",12,6,6,0,0,1,2,9,0,0,2,2.25,13,20,34,1,2
"2365",12,7,5,0,0,0,0.75,4,0,0,0,0.75,5,10,12,2,2
"2366",12,7,5,0,0,1,6,7,0,0,1.5,10.25,28,30,79,1,2
"2367",12,8,4,0,0,0,1,3,0,0,0,1,5,6,10,0,0
"2368",12,8,4,0,0.75,1,2.25,8,0,0.75,1,5,31,23,53,1,1
"2369",12,8,4,0,0.75,2,3.5,17,0,0.75,3.5,15.5,30,40,109,0,0
"2370",12,9,3,0,0,0,0.25,5,0,0,0,0.25,7,7,9,1,0
"2371",12,9,3,0,0,0.5,1,14,0,0,0.5,1.25,34,19,43,1,0
"2372",12,9,3,0,0,0.5,1.25,5,0,0,0.5,3.25,17,12,38,0,1
"2373",12,10,2,0,0,0,1,1,0,0,0,1,19,5,24,0,2
"2374",12,10,2,0,0,0,1,3,0,0,0,2,5,7,12,1,2
"2375",12,10,2,0,0,0.5,1.25,5,0,0,0.5,5.75,19,14,51,0,0
"2376",12,10,2,0,0,1,1,5,0,0,1,1.25,26,11,36,2,2
"2377",12,10,2,0,0,1,1,7,0,0,1,1.5,11,13,23,0,0
"2378",12,10,2,0,0,1,1,19,0,0,1,2.5,49,26,63,2,2
"2379",12,10,2,0,0,1,1.25,3,0,0,1,6,13,11,43,2,1
"2380",12,10,2,0,0,1,1.5,5,0,0,2.5,6,11,17,44,2,0
"2381",12,11,1,0,0,0,0.25,3,0,0,0,0.25,5,7,9,2,2
"2382",12,11,1,0,0,0,0.25,6,0,0,0,0.25,10,9,13,0,2
"2383",12,11,1,0,0,0,1,1,0,0,0,2.5,6,5,17,1,2
"2384",12,11,1,0,0,0,1,1,0,0,0,3.5,11,4,27,0,1
"2385",12,11,1,0,0,0,1,8,0,0,0,1,12,13,18,1,1
"2386",12,11,1,0,0,0,1.25,2,0,0,0,3,11,8,28,1,0
"2387",12,11,1,0,0,0.5,1,2,0,0,0.5,2.25,5,7,16,0,2
"2388",12,11,1,0,0,0.5,1,2,0,0,1,4.5,13,7,35,0,1
"2389",12,11,1,0,0,0.5,1,3,0,0,0.5,3.5,8,9,25,0,0
"2390",12,11,1,0,0,0.5,1,9,0,0,0.5,2,34,14,45,0,0
"2391",12,11,1,0,0,0.5,1.25,5,0,0,0.5,3,18,13,45,1,1
"2392",12,11,1,0,0,0.5,1.25,6,0,0,0.5,1.25,24,14,35,1,0
"2393",12,11,1,0,0,0.5,1.5,14,0,0,0.5,2.25,39,24,60,2,0
"2394",12,11,1,0,0,0.5,2,18,0,0,0.5,2,89,27,104,1,2
"2395",12,11,1,0,0,1,1,2,0,0,1.5,4.5,12,10,37,0,0
"2396",12,11,1,0,0,1,1,3,0,0,1,2.25,7,10,19,0,2
"2397",12,11,1,0,0,1,1,6,0,0,1,2.25,13,13,25,0,1
"2398",12,11,1,0,0,1,1,6,0,0,1,2.25,32,13,46,0,0
"2399",12,11,1,0,0,1,1.25,11,0,0,2,3.5,32,20,56,1,1
"2400",12,11,1,0,0,1,2,2,0,0,1.5,4,7,11,26,1,1
"2401",12,11,1,0,0,1,2,3,0,0,1.5,3.25,10,14,32,1,2
"2402",12,11,1,0,0.75,1.5,2.25,7,0,0.75,4.5,8.25,44,23,103,0,0
"2403",12,11,1,0,1,1,2.5,8,0,1,3,8.25,23,26,65,2,1
"2404",12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"2405",12,12,0,0,0,0,0,1,0,0,0,0,1,2,2,0,0
"2406",12,12,0,0,0,0,0,1,0,0,0,0,1,2,2,1,2
"2407",12,12,0,0,0,0,0,1,0,0,0,0,2,2,3,2,2
"2408",12,12,0,0,0,0,0,2,0,0,0,0,2,3,3,1,1
"2409",12,12,0,0,0,0,0,2,0,0,0,0,3,2,3,1,1
"2410",12,12,0,0,0,0,0,2,0,0,0,0,3,3,4,1,1
"2411",12,12,0,0,0,0,0,2,0,0,0,0,6,3,7,1,1
"2412",12,12,0,0,0,0,0,3,0,0,0,0,10,4,12,0,1
"2413",12,12,0,0,0,0,0.25,1,0,0,0,0.25,3,3,5,0,0
"2414",12,12,0,0,0,0,0.25,1,0,0,0,0.25,3,3,5,2,0
"2415",12,12,0,0,0,0,0.25,1,0,0,0,0.25,6,3,11,0,0
"2416",12,12,0,0,0,0,0.25,1,0,0,0,0.5,6,3,12,2,0
"2417",12,12,0,0,0,0,0.25,2,0,0,0,0.25,5,5,8,0,0
"2418",12,12,0,0,0,0,0.25,5,0,0,0,0.5,22,7,26,0,1
"2419",12,12,0,0,0,0,1,1,0,0,0,1,2,4,5,1,2
"2420",12,12,0,0,0,0,1,1,0,0,0,1,2,5,6,1,0
"2421",12,12,0,0,0,0,1,1,0,0,0,1,3,4,6,0,1
"2422",12,12,0,0,0,0,1,1,0,0,0,1,3,4,7,0,1
"2423",12,12,0,0,0,0,1,1,0,0,0,1,3,5,7,2,0
"2424",12,12,0,0,0,0,1,1,0,0,0,1.25,4,4,10,1,1
"2425",12,12,0,0,0,0,1,1,0,0,0,1.25,6,4,12,1,1
"2426",12,12,0,0,0,0,1,1,0,0,0,1.25,8,5,18,1,0
"2427",12,12,0,0,0,0,1,1,0,0,0,2,3,4,9,0,0
"2428",12,12,0,0,0,0,1,1,0,0,0,2.25,6,5,17,1,1
"2429",12,12,0,0,0,0,1,1,0,0,0,2.5,8,5,21,1,0
"2430",12,12,0,0,0,0,1,2,0,0,0,1,3,5,7,1,1
"2431",12,12,0,0,0,0,1,2,0,0,0,1,3,6,8,2,2
"2432",12,12,0,0,0,0,1,2,0,0,0,1,5,6,9,1,1
"2433",12,12,0,0,0,0,1,2,0,0,0,1,7,6,13,1,0
"2434",12,12,0,0,0,0,1,2,0,0,0,1,13,5,17,0,2
"2435",12,12,0,0,0,0,1,2,0,0,0,1.25,2,6,8,1,1
"2436",12,12,0,0,0,0,1,2,0,0,0,1.25,5,5,10,0,0
"2437",12,12,0,0,0,0,1,2,0,0,0,2,4,6,11,0,2
"2438",12,12,0,0,0,0,1,2,0,0,0,2,8,5,16,0,1
"2439",12,12,0,0,0,0,1,2,0,0,0,2,8,6,18,1,2
"2440",12,12,0,0,0,0,1,3,0,0,0,1,3,7,9,2,2
"2441",12,12,0,0,0,0,1,3,0,0,0,1.25,9,6,17,2,2
"2442",12,12,0,0,0,0,1,3,0,0,0,1.5,5,8,13,2,2
"2443",12,12,0,0,0,0,1,3,0,0,0,2,6,7,14,0,1
"2444",12,12,0,0,0,0,1,3,0,0,0,2.25,27,8,43,1,1
"2445",12,12,0,0,0,0,1,4,0,0,0,3,10,9,30,1,0
"2446",12,12,0,0,0,0,1.25,2,0,0,0,2.25,6,8,15,2,1
"2447",12,12,0,0,0,0,1.25,3,0,0,0,2.25,5,9,15,0,2
"2448",12,12,0,0,0,0.5,1,1,0,0,0.5,2.25,17,6,29,1,0
"2449",12,12,0,0,0,0.5,1,2,0,0,0.5,1,4,7,10,1,0
"2450",12,12,0,0,0,0.5,1,2,0,0,0.5,1,9,7,15,1,0
"2451",12,12,0,0,0,0.5,1,2,0,0,0.5,1.25,3,8,10,2,0
"2452",12,12,0,0,0,0.5,1,2,0,0,0.5,1.25,5,7,12,1,0
"2453",12,12,0,0,0,0.5,1,2,0,0,0.5,2,4,7,13,0,0
"2454",12,12,0,0,0,0.5,1,2,0,0,0.5,2,8,7,19,1,0
"2455",12,12,0,0,0,0.5,1,2,0,0,0.5,2.25,6,7,20,1,1
"2456",12,12,0,0,0,0.5,1,2,0,0,0.5,2.5,7,7,21,2,2
"2457",12,12,0,0,0,0.5,1,3,0,0,0.5,3.5,7,8,24,0,0
"2458",12,12,0,0,0,1,1,1,0,0,1,1.5,3,7,13,0,1
"2459",12,12,0,0,0,1,1,1,0,0,1,2.75,20,7,50,2,2
"2460",12,12,0,0,0,1,1,1,0,0,1,3.5,16,7,34,0,0
"2461",12,12,0,0,0,1,1,1,0,0,1.5,4.25,9,8,32,0,0
"2462",12,12,0,0,0,1,1,2,0,0,1,1.25,4,8,13,0,2
"2463",12,12,0,0,0,1,1,2,0,0,1,2,4,8,15,1,2
"2464",12,12,0,0,0,1,1,2,0,0,1,3.5,9,9,28,1,2
"2465",12,12,0,0,0,1,1,2,0,0,1,3.5,9,9,30,0,2
"2466",12,12,0,0,0,1,1,2,0,0,2,4.25,20,9,43,0,0
"2467",12,12,0,0,0,1,1,2,0,0,2.5,5.25,10,10,37,0,1
"2468",12,12,0,0,0,1,1,2,0,0,2.5,6,10,10,40,1,0
"2469",12,12,0,0,0,1,1,2,0,0,4,7.5,13,9,54,0,0
"2470",12,12,0,0,0,1,1,3,0,0,1,1.25,10,10,19,0,0
"2471",12,12,0,0,0,1,1,3,0,0,1,2.25,7,10,19,1,1
"2472",12,12,0,0,0,1,1,3,0,0,1.5,3.5,11,10,30,0,2
"2473",12,12,0,0,0,1,1,5,0,0,1,1,13,11,21,0,1
"2474",12,12,0,0,0,1,1,5,0,0,1.5,2.25,23,13,43,0,2
"2475",12,12,0,0,0,1,1,5,0,0,1.5,2.5,35,13,60,0,2
"2476",12,12,0,0,0,1,1.25,2,0,0,1,2,5,11,16,0,0
"2477",12,12,0,0,0,1,1.25,2,0,0,1,11.5,39,10,114,1,1
"2478",12,12,0,0,0,1,1.25,3,0,0,1,5,15,12,41,0,2
"2479",12,12,0,0,0,1,1.25,5,0,0,1,3.75,14,14,36,0,0
"2480",12,12,0,0,0,1,2,2,0,0,1,3.25,17,12,43,1,2
"2481",12,12,0,0,0,1,2,3,0,0,1.5,3,10,12,25,2,2
"2482",12,12,0,0,0,1,2,3,0,0,3,8.5,25,14,66,1,1
"2483",12,12,0,0,0.75,1,1,1,0,0.75,1,3,6,9,22,0,2
"2484",12,12,0,0,0.75,1,1,3,0,0.75,1,3.5,7,12,26,1,1
"2485",12,12,0,0,0.75,1,1.5,5,0,1.5,3,6,21,17,57,1,1
"2486",12,12,0,0,0.75,1,2,3,0,0.75,1.5,6.25,14,14,42,2,0
"2487",12,12,0,0,1,1,1,1,0,1,2.5,8,15,11,60,0,0
"2488",12,12,0,0,1,1,1,2,0,1,1.5,3,5,11,23,0,0
"2489",12,12,0,0,1,1,1,3,0,1,1,2.5,5,13,21,0,0
"2490",12,12,0,0,1,1,1,3,0,1,2,4.25,18,13,49,1,1
"2491",12,12,0,0,1,1,1,4,0,1.75,3,8.5,27,13,74,1,0
"2492",12,12,0,0,1,1,1.25,3,0,1,2.5,4,8,14,34,1,0
"2493",12,12,0,0,1,1,3,4,0,1,2,4,15,21,45,1,0
"2494",12,12,0,0,1,1.5,2,2,0,1,3,6,23,16,56,1,0
"2495",12,12,0,0,1,2,2.25,4,0,2,4,15.25,24,22,95,2,2
"2496",13,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"2497",13,4,9,0,0,1,3,10,0,0,4,9,80,32,165,0,0
"2498",13,6,7,0,0,0,1,4,0,0,0,2,9,12,21,0,2
"2499",13,9,4,0,0,1,1,6,0,0,1,2,6,14,18,0,2
"2500",13,9,4,0,0,1,2,5,0,0,1,3,18,18,41,2,1
"2501",13,10,3,0,0,0,1,6,0,0,0,2,15,11,27,1,2
"2502",13,11,2,0,0,0,1,2,0,0,0,2,12,8,28,2,2
"2503",13,11,2,0,0,0,1,5,0,0,0,1,11,11,22,1,2
"2504",13,11,2,0,0,1,2,2,0,0,1,3,19,12,39,0,1
"2505",13,11,2,0,0,1,2,10,0,0,1,3,38,23,60,0,1
"2506",13,12,1,0,0,0,0,4,0,0,0,0,7,8,12,1,1
"2507",13,12,1,0,0,0,1,5,0,0,0,2,14,10,27,1,1
"2508",13,12,1,0,0,0,1,8,0,0,0,2,26,15,47,0,1
"2509",13,12,1,0,0,1,1,4,0,0,1,3,16,14,38,0,1
"2510",13,12,1,0,0,1,1,4,0,0,1,3,19,11,43,1,2
"2511",13,12,1,0,0,1,1,6,0,0,3,9,13,13,62,1,1
"2512",13,12,1,0,0,1,1,7,0,0,2,4,28,16,54,0,0
"2513",13,12,1,0,0,1,2,7,0,0,2,5,35,18,64,1,1
"2514",13,12,1,0,1,1,2,4,0,1,2,3,15,19,37,1,1
"2515",13,13,0,0,0,0,0,1,0,0,0,0,4,3,8,1,1
"2516",13,13,0,0,0,0,0,2,0,0,0,0,3,3,4,0,2
"2517",13,13,0,0,0,0,0,2,0,0,0,0,3,5,6,1,0
"2518",13,13,0,0,0,0,0,3,0,0,0,0,8,5,11,2,2
"2519",13,13,0,0,0,0,0,4,0,0,0,0,18,6,31,1,1
"2520",13,13,0,0,0,0,0,6,0,0,0,0,12,8,14,1,2
"2521",13,13,0,0,0,0,1,1,0,0,0,1,3,4,6,0,0
"2522",13,13,0,0,0,0,1,1,0,0,0,1,3,4,7,1,1
"2523",13,13,0,0,0,0,1,1,0,0,0,1,8,6,15,1,2
"2524",13,13,0,0,0,0,1,1,0,0,0,1,17,4,22,1,1
"2525",13,13,0,0,0,0,1,1,0,0,0,1,19,4,24,1,1
"2526",13,13,0,0,0,0,1,1,0,0,0,3,6,6,21,1,1
"2527",13,13,0,0,0,0,1,1,0,0,0,4,8,6,31,0,0
"2528",13,13,0,0,0,0,1,1,0,0,0,8,22,5,70,0,2
"2529",13,13,0,0,0,0,1,2,0,0,0,1,3,5,7,0,0
"2530",13,13,0,0,0,0,1,2,0,0,0,1,3,5,8,2,1
"2531",13,13,0,0,0,0,1,2,0,0,0,1,3,7,10,1,1
"2532",13,13,0,0,0,0,1,2,0,0,0,1,6,6,12,0,0
"2533",13,13,0,0,0,0,1,2,0,0,0,1,6,7,15,0,0
"2534",13,13,0,0,0,0,1,2,0,0,0,1,8,6,14,0,1
"2535",13,13,0,0,0,0,1,2,0,0,0,1,8,7,21,0,1
"2536",13,13,0,0,0,0,1,2,0,0,0,1,11,5,15,1,1
"2537",13,13,0,0,0,0,1,2,0,0,0,2,9,6,19,0,2
"2538",13,13,0,0,0,0,1,2,0,0,0,2,13,8,32,2,0
"2539",13,13,0,0,0,0,1,2,0,0,0,2,22,5,43,1,1
"2540",13,13,0,0,0,0,1,2,0,0,0,2,29,5,51,0,2
"2541",13,13,0,0,0,0,1,2,0,0,0,3,15,6,31,0,1
"2542",13,13,0,0,0,0,1,3,0,0,0,1,7,6,11,0,1
"2543",13,13,0,0,0,0,1,3,0,0,0,2,5,9,13,1,1
"2544",13,13,0,0,0,0,1,3,0,0,0,2,20,9,31,1,1
"2545",13,13,0,0,0,0,1,4,0,0,0,1,10,9,19,1,1
"2546",13,13,0,0,0,1,1,1,0,0,1,1,3,8,13,0,1
"2547",13,13,0,0,0,1,1,1,0,0,1,1,4,7,15,1,2
"2548",13,13,0,0,0,1,1,1,0,0,1,2,3,7,13,0,2
"2549",13,13,0,0,0,1,1,1,0,0,1,2,9,7,20,1,2
"2550",13,13,0,0,0,1,1,1,0,0,1,2,27,7,42,1,2
"2551",13,13,0,0,0,1,1,1,0,0,2,5,11,8,40,1,0
"2552",13,13,0,0,0,1,1,1,0,0,2,6,10,8,43,1,1
"2553",13,13,0,0,0,1,1,2,0,0,1,1,12,10,26,2,2
"2554",13,13,0,0,0,1,1,2,0,0,1,2,6,9,20,0,1
"2555",13,13,0,0,0,1,1,2,0,0,1,2,10,11,21,1,2
"2556",13,13,0,0,0,1,1,2,0,0,1,2,15,8,29,0,0
"2557",13,13,0,0,0,1,1,2,0,0,1,2,23,12,43,0,2
"2558",13,13,0,0,0,1,1,2,0,0,1,3,8,9,24,0,1
"2559",13,13,0,0,0,1,1,2,0,0,1,3,11,11,35,1,0
"2560",13,13,0,0,0,1,1,2,0,0,1,3,16,9,35,0,1
"2561",13,13,0,0,0,1,1,2,0,0,2,3,8,10,26,0,1
"2562",13,13,0,0,0,1,1,2,0,0,2,3,8,11,31,2,0
"2563",13,13,0,0,0,1,1,3,0,0,1,2,9,11,24,0,2
"2564",13,13,0,0,0,1,1,3,0,0,1,2,36,10,79,1,1
"2565",13,13,0,0,0,1,1,3,0,0,1,3,11,13,30,1,0
"2566",13,13,0,0,0,1,1,3,0,0,1,4,7,12,26,0,0
"2567",13,13,0,0,0,1,1,3,0,0,1,4,8,11,31,1,0
"2568",13,13,0,0,0,1,1,3,0,0,1,4,13,10,34,1,2
"2569",13,13,0,0,0,1,1,3,0,0,1,6,25,10,64,0,0
"2570",13,13,0,0,0,1,1,4,0,0,1,2,9,12,24,0,0
"2571",13,13,0,0,0,1,1,4,0,0,2,3,9,13,36,0,0
"2572",13,13,0,0,0,1,1,5,0,0,1,2,9,13,23,2,0
"2573",13,13,0,0,0,1,2,2,0,0,1,2,3,12,15,0,2
"2574",13,13,0,0,0,1,2,2,0,0,1,2,5,11,19,1,2
"2575",13,13,0,0,0,1,2,3,0,0,1,3,5,12,22,2,1
"2576",13,13,0,0,0,1,2,3,0,0,2,4,7,13,29,1,2
"2577",13,13,0,0,0,1,2,4,0,0,1,5,25,15,54,0,0
"2578",13,13,0,0,1,1,1,2,0,1,1,2,6,12,22,1,1
"2579",13,13,0,0,1,1,1,2,0,1,2,3,11,12,39,1,1
"2580",13,13,0,0,1,1,1,3,0,1,1,4,8,15,27,1,0
"2581",13,13,0,0,1,1,1,6,0,1,1,4,40,18,98,0,0
"2582",14,0,14,1,2,3.5,5,11,1,2.25,9.5,16.25,40,58,156,0,0
"2583",14,6,8,0,0.25,1,2,11,0,0.25,2,3.75,13,30,44,0,0
"2584",14,7,7,0,0,1,1.75,4,0,0,1.5,3.5,17,15,41,0,0
"2585",14,7,7,0,0.25,1,1,5,0,0.25,2,3.75,11,16,36,1,1
"2586",14,8,6,0,0,1.5,7.75,33,0,0,2,17.75,177,78,283,1,2
"2587",14,12,2,0,0,0,1,2,0,0,0,2,5,7,17,0,0
"2588",14,12,2,0,0,0,1.75,5,0,0,0,5.75,25,14,51,2,2
"2589",14,12,2,0,0,1,1,3,0,0,1.5,2,10,12,29,0,0
"2590",14,12,2,0,0,1,1,4,0,0,1,4.25,17,13,42,1,1
"2591",14,12,2,0,0,1,1,5,0,0,2,3.75,21,15,48,0,1
"2592",14,12,2,0,0,1,1.75,10,0,0,1,3,30,27,59,1,1
"2593",14,12,2,0,0,1,3,4,0,0,1,6.5,58,20,118,1,1
"2594",14,12,2,0,0.25,1,1,2,0,0.25,1,3,7,11,28,0,0
"2595",14,13,1,0,0,0,1,2,0,0,0,1.75,13,7,33,1,2
"2596",14,13,1,0,0,0,1.75,3,0,0,0,2.5,12,12,24,0,2
"2597",14,13,1,0,0,0.5,1,2,0,0,0.5,2.75,9,8,23,0,2
"2598",14,13,1,0,0,0.5,1,4,0,0,0.5,2,17,12,37,0,1
"2599",14,13,1,0,0,0.5,1,7,0,0,1,3.75,23,14,48,1,2
"2600",14,13,1,0,0,0.5,1,44,0,0,0.5,17,282,52,387,1,2
"2601",14,13,1,0,0,1,1,4,0,0,1,3.5,7,12,27,1,2
"2602",14,13,1,0,0,1,1,5,0,0,2,4,6,14,32,0,1
"2603",14,13,1,0,0,1,2,5,0,0,1,2,18,18,38,2,1
"2604",14,13,1,0,0.25,1,1,4,0,0.25,1,2.75,12,15,36,2,0
"2605",14,13,1,0,0.25,1,1,10,0,0.25,1,3.75,36,24,57,1,1
"2606",14,13,1,0,0.25,1,1.75,5,0,0.25,1.5,3,15,18,38,2,2
"2607",14,13,1,0,0.25,1,2,4,0,0.25,1.5,6.75,38,19,86,0,2
"2608",14,13,1,0,1,1,1,13,0,1,4,14.5,57,27,144,2,0
"2609",14,13,1,0,1,1,1.75,8,0,1,3.5,5.75,27,23,71,2,2
"2610",14,13,1,0,1.25,2.5,6.5,8,0,1.25,5,7.75,17,51,86,1,0
"2611",14,14,0,0,0,0,0,1,0,0,0,0,1,1,1,1,2
"2612",14,14,0,0,0,0,0,1,0,0,0,0,1,3,3,0,0
"2613",14,14,0,0,0,0,0,1,0,0,0,0,2,2,4,0,0
"2614",14,14,0,0,0,0,0,1,0,0,0,0,4,3,7,1,2
"2615",14,14,0,0,0,0,0,1,0,0,0,0,5,3,7,2,1
"2616",14,14,0,0,0,0,0,2,0,0,0,0,12,4,15,1,0
"2617",14,14,0,0,0,0,0,3,0,0,0,0,5,5,7,0,0
"2618",14,14,0,0,0,0,0,4,0,0,0,0,5,9,10,1,1
"2619",14,14,0,0,0,0,0.75,1,0,0,0,0.75,3,4,9,1,2
"2620",14,14,0,0,0,0,0.75,2,0,0,0,0.75,5,5,10,0,0
"2621",14,14,0,0,0,0,0.75,2,0,0,0,0.75,5,5,11,0,0
"2622",14,14,0,0,0,0,0.75,3,0,0,0,1.5,5,6,12,1,2
"2623",14,14,0,0,0,0,1,1,0,0,0,1,5,5,10,1,2
"2624",14,14,0,0,0,0,1,1,0,0,0,1,8,6,14,1,0
"2625",14,14,0,0,0,0,1,1,0,0,0,1.75,3,6,11,2,2
"2626",14,14,0,0,0,0,1,1,0,0,0,1.75,4,5,11,2,1
"2627",14,14,0,0,0,0,1,1,0,0,0,1.75,4,5,12,1,1
"2628",14,14,0,0,0,0,1,2,0,0,0,1,4,6,10,2,1
"2629",14,14,0,0,0,0,1,2,0,0,0,1,5,7,13,0,2
"2630",14,14,0,0,0,0,1,2,0,0,0,1,6,6,12,0,1
"2631",14,14,0,0,0,0,1,2,0,0,0,1.75,4,6,12,2,2
"2632",14,14,0,0,0,0,1,3,0,0,0,1,6,8,14,1,1
"2633",14,14,0,0,0,0,1,3,0,0,0,1,8,8,16,0,1
"2634",14,14,0,0,0,0,1,3,0,0,0,2.75,9,9,25,0,2
"2635",14,14,0,0,0,0,1,5,0,0,0,2.75,11,11,28,1,0
"2636",14,14,0,0,0,0.5,1,1,0,0,0.5,1,3,7,12,0,0
"2637",14,14,0,0,0,0.5,1,1,0,0,1,3.75,8,7,29,0,0
"2638",14,14,0,0,0,0.5,1,2,0,0,0.5,1,6,8,12,0,1
"2639",14,14,0,0,0,0.5,1,2,0,0,0.5,2,2,8,12,1,0
"2640",14,14,0,0,0,0.5,1,2,0,0,0.5,2,6,8,18,0,2
"2641",14,14,0,0,0,0.5,1,2,0,0,0.5,2.5,4,8,16,0,0
"2642",14,14,0,0,0,0.5,1,2,0,0,0.5,2.75,8,10,26,0,1
"2643",14,14,0,0,0,0.5,1,2,0,0,0.5,3.25,9,9,31,1,1
"2644",14,14,0,0,0,0.5,1,3,0,0,0.5,1.75,6,11,17,0,2
"2645",14,14,0,0,0,0.5,1,3,0,0,0.5,5,21,11,50,1,1
"2646",14,14,0,0,0,0.5,1.75,2,0,0,0.5,3.75,12,11,39,1,2
"2647",14,14,0,0,0,0.5,1.75,3,0,0,0.5,3,7,12,24,1,0
"2648",14,14,0,0,0,0.5,1.75,5,0,0,0.5,1.75,6,15,20,1,1
"2649",14,14,0,0,0,1,1,1,0,0,1,1,4,8,12,0,0
"2650",14,14,0,0,0,1,1,1,0,0,1,2.5,4,9,19,0,1
"2651",14,14,0,0,0,1,1,2,0,0,1,1,4,9,13,0,1
"2652",14,14,0,0,0,1,1,2,0,0,1,1.75,3,9,14,2,2
"2653",14,14,0,0,0,1,1,2,0,0,1,1.75,7,9,20,1,1
"2654",14,14,0,0,0,1,1,2,0,0,1,1.75,7,10,19,0,2
"2655",14,14,0,0,0,1,1,2,0,0,1,1.75,7,10,19,2,0
"2656",14,14,0,0,0,1,1,2,0,0,1,2,5,10,22,0,0
"2657",14,14,0,0,0,1,1,2,0,0,1,2,6,10,19,0,2
"2658",14,14,0,0,0,1,1,2,0,0,1,2,6,10,25,0,0
"2659",14,14,0,0,0,1,1,2,0,0,1,2,7,9,22,2,0
"2660",14,14,0,0,0,1,1,2,0,0,1,2,9,12,26,0,2
"2661",14,14,0,0,0,1,1,2,0,0,1,2.75,5,11,20,1,0
"2662",14,14,0,0,0,1,1,2,0,0,1,2.75,14,10,37,0,0
"2663",14,14,0,0,0,1,1,2,0,0,1,4.25,9,11,35,0,0
"2664",14,14,0,0,0,1,1,2,0,0,1.5,2.75,6,10,25,1,2
"2665",14,14,0,0,0,1,1,2,0,0,2,4,9,10,34,0,2
"2666",14,14,0,0,0,1,1,3,0,0,1,1,6,12,18,0,0
"2667",14,14,0,0,0,1,1,3,0,0,1,2,9,12,22,1,1
"2668",14,14,0,0,0,1,1,3,0,0,1,2.75,11,12,29,0,0
"2669",14,14,0,0,0,1,1,4,0,0,1,2.75,13,13,30,1,1
"2670",14,14,0,0,0,1,1,5,0,0,1,4.5,20,16,47,0,0
"2671",14,14,0,0,0,1,1,5,0,0,1,6,13,14,49,1,0
"2672",14,14,0,0,0,1,1,6,0,0,1,2.75,31,15,47,1,2
"2673",14,14,0,0,0,1,1.75,2,0,0,1,1.75,7,12,20,0,1
"2674",14,14,0,0,0,1,1.75,3,0,0,1,2,9,14,25,1,2
"2675",14,14,0,0,0,1,1.75,3,0,0,1,3.25,11,14,39,1,1
"2676",14,14,0,0,0,1,1.75,4,0,0,1,2,4,14,20,2,0
"2677",14,14,0,0,0,1,1.75,4,0,0,1.5,3,15,15,41,0,0
"2678",14,14,0,0,0,1,2,2,0,0,1.5,2.75,13,14,37,2,2
"2679",14,14,0,0,0,1,2.75,5,0,0,2.5,4.5,25,20,74,0,2
"2680",14,14,0,0,0.25,1,1,1,0,0.25,2,5.5,8,10,43,1,0
"2681",14,14,0,0,1,1,1,2,0,2.5,9,15.5,23,14,137,1,0
