"","W1","W2","W3","W4","W5","W6","W7","W8","W9","W10","W11","W12","W13","W14","W15","W16","W17","W18","W19","W20","W21","W22","W23","W24","W25","W26","W27","W28","W29","W30","W31","W32","W33","W34","W35","W36","W37","W38","W39","W40","W41","W42","W43","W44","W45","W46","W47","W48","W49","W50","W51","W52","W53","W54","W55","W56","W57","W58","W59","W60","W61","W62","W63","W64","W65","W66","W67","W68","W69","W70","W71","W72","W73","W74","W75","W76","W77","W78","W79","W80","W81","W82","W83","W84","W85","W86","W87","W88","W89","W90","W91","W92","W93","W94","W95","W96","W97","W98","W99","W100","CurrentLabel","NextLabel"
"2726",0,0,0,0.024208082406136,0,0.0564802564662868,0.0131001448004705,0.0215136495754755,0.0366612426999194,0.00977108512728482,0.0129668348435912,0.0318663333397436,0,0.0180888481898329,0.036312123609204,0,0.0129668348435912,0,0,0.0137220570722237,0,0,0.0124596949072067,0.035416616429211,0.0120810179181539,0,0,0,0,0,0.012862147163685,0.0141835495654884,0,0.0185961727140534,0,0,0,0.0141517282696089,0.0138117365475021,0.013263863770161,0,0,0,0,0.0160601406796352,0,0,0,0.0531662453688489,0,0,0,0,0.0204196570220899,0,0.0304399806980259,0,0,0,0.0141517282696089,0,0.0134888685393609,0,0,0,0,0,0,0,0,0,0.0148202475698449,0,0.0139026881144342,0.013692440493197,0,0,0,0.0149627418330996,0,0.01503519433234,0,0,0,0,0,0,0,0.0359816397961218,0,0,0.0153334796472669,0,0,0,0,0,0,0.0515342722655186,0,0,0
"2727",0,0,0,0.024228487440447,0.0265524011394749,0.0298035922286044,0,0,0.0533585092536066,0,0,0,0,0.0180713185912995,0,0,0,0,0,0,0,0.0358599886583968,0,0.0358599886583968,0,0,0.0253427696149133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0366111776937194,0,0,0,0,0,0,0,0,0,0,0,0.0361059786678363,0,0,0,0,0,0,0,0,0.0732223553874389,0,0,0,0,0,0,0,0.030454008844572,0,0.0626229753607192,0.0294892666478955,0,0,0,0,0.0338197122335909,0.030454008844572,0,0,0,0,0,0,0,0,0,0.0477631730246012,0,0,0,0,0,0,0,0,0,2,0
"2728",0,0,0,0.0244340699460512,0,0.0300336758039474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0287520949621455,0,0,0,0.0260916852795306,0,0,0,0,0,0,0,0,0,0.0642156789962482,0,0,0,0.0364235855101419,0,0,0,0,0,0,0,0,0,0.0335459718915876,0,0,0,0,0,0,0.0675867086405827,0,0,0,0,0.174198862552942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0366842107129484,0,0,0,0,0,0,0,1,2
"2729",0,0,0,0.0246541743141097,0,0,0,0,0.0280352507172011,0,0,0,0,0,0,0,0.0296009889638243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0324468857828176,0.0376732387508492,0,0,0,0.02911276138087,0.029524989528318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0370807975259094,0,0.0330850743692507,0,0,0,0,0.0397153941880633,0,0.0406892150135416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0351515287227779,0,0,0,0,2
"2730",0,0,0,0.0249032096931969,0,0,0.0270228481109387,0,0,0,0,0,0,0,0,0.163945847311894,0,0,0,0,0,0,0,0.146454865730271,0,0,0,0,0,0,0.0269834479500226,0,0,0,0,0,0,0,0,0.0537318162329258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.031657040125824,0,0.0318228023914448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0315476118507267,0,0.033598181587074,0,0.0344433925993966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"2731",0,0,0,0.0250278458849331,0,0,0,0,0,0,0,0,0,0,0,0,0.0601530899816749,0.0404183725836554,0.0318204762657721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0375278846074598,0,0,0,0.105252035536562,0,0,0,0,0.114196058233839,0,0,0,0,0,0,0,0,0,0,0,0,0.0730094086788431,0.0424450162225282,0.0496106942069204,0,0,0,0.0337802261697118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0337802261697118,0,0,0,0,0,2,0
"2732",0,0,0,0.0252167525063917,0,0.0294168002428577,0,0.0224100516411203,0,0,0.0270142392574817,0,0,0.0188425501977426,0.0252167525063917,0,0,0,0.0353702086146792,0,0,0,0.0259576977233473,0,0,0,0.052324852883838,0,0,0,0,0,0,0,0.0297499418827241,0,0,0.029482767228352,0,0,0,0,0,0.029482767228352,0,0,0,0,0,0,0,0,0.0318654713623298,0,0,0.0317083132271103,0,0,0,0,0,0,0,0.118680409307857,0,0,0.0444255205931051,0,0,0,0.0410459204377417,0.0308755157705103,0,0,0,0,0,0,0,0,0,0.0334586264159067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
"2733",0,0,0,0.0253279993343214,0,0,0,0,0,0,0.0558878160322071,0,0,0.135045411168848,0,0.0384046927587955,0,0,0.0343540099836493,0,0,0,0,0.0384743714318979,0.0298040008753947,0,0,0,0.0540925182624415,0,0,0,0,0,0,0.110430593226818,0,0,0,0,0,0,0,0,0,0,0,0,0.0297614007529789,0,0,0,0,0,0.0853459313115265,0,0,0,0,0,0,0,0,0.0381629678696157,0,0,0,0,0,0,0,0,0,0,0.0328208440646912,0,0,0,0,0,0,0,0,0.0381629678696157,0,0,0.0450920750399856,0,0,0,0,0,0,0,0,0,0,0,0.0361250412130882,0,0,0
"2734",0,0,0,0.0253279993343214,0,0,0,0,0.0292994833824696,0,0,0,0,0,0,0,0,0.0401198541158748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0577391900043769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0316458534192311,0.0328208440646912,0,0,0,0,0,0.0332047249363152,0,0,0.0763259357392315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0332565477777951,0,2
"2735",0,0,0,0.0256170575526738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0382527143012117,0.029749174120079,0,0,0.0319276569400936,0,0,0.0592736142282278,0,0.0623773583902116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0373048496633407,0,0,0.0400415210157937,0,0,0,0,0,0,0,0,0,0,0.040166565400955,0,0,0.0371961881826646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0355322698885378,0,0,2
"2736",0,0,0,0.0256170575526738,0.0138908987738751,0.0159847549949151,0.016522437291606,0.0131197268945386,0,0.0167909945372875,0.0143976846578183,0.0224369830785813,0,0,0.0147811197565674,0,0,0,0.0159221042872503,0.0151989658085562,0.016303938026672,0,0.0148745870600395,0,0,0,0.0155742011881216,0,0.014818403557057,0,0.0155943395975529,0,0,0,0,0,0,0,0,0,0.0307894591149091,0,0,0,0.0181217650992523,0,0,0,0,0,0.020051973510117,0,0,0.0195935578184136,0,0,0,0,0,0,0.0823321562843831,0,0,0.0746096993266814,0,0,0,0,0,0,0,0.0179678254234513,0,0,0.0172076288504434,0,0.114407100035676,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0296788466398064,0,0.0188727006520074,0,0,0,0.0193865091110857,0,0,0.0181217650992523,1,1
"2737",0,0,0,0.0259173397298774,0.0133163581738798,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0153062107062047,0,0,0,0,0,0,0,0,0,0,0,0,0.0155992096331019,0,0,0,0.0179908950058413,0,0,0,0,0,0,0,0,0.0173742764337122,0,0,0,0,0,0,0.0208390863882451,0.0165363134805405,0,0.0391122848882559,0.0179908950058413,0,0,0,0.0187875455602632,0,0.0165728499372794,0,0,0,0,0.0381371476280813,0.0199128766956427,0,0,0,0.0174141690670087,0,0.0167204091914251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2738",0,0,0,0.0259372311494314,0.0263384261558379,0,0.0280717388581511,0,0,0,0.0277860746648384,0,0,0,0,0.0367015776823014,0,0,0,0,0,0,0,0,0.0258878955389011,0,0,0.0569939937932022,0,0,0.0275617439221822,0.030393320497475,0,0,0.0305999402222305,0,0,0,0,0.0284225652217737,0.0579323893998763,0,0,0,0,0,0,0,0,0.0365938127944172,0,0.039185046560482,0,0,0.0465538479335898,0,0,0,0,0,0.133497866913471,0.0289047182986305,0,0,0,0,0,0,0,0.0489705773835497,0,0,0,0.0297914745309303,0.0293409439139936,0.0398489415301144,0,0,0,0.0627705882576414,0.0644365471386002,0,0,0.037480569026717,0,0.0315330369799762,0,0.0399856586060865,0,0,0,0,0,0,0,0,0.0352647522953811,0.0299891751039475,0,0.0326142650335991,2,2
"2739",0,0,0,0.025983015517712,0.0281786803698609,0,0,0.0266143031289211,0,0,0,0.0455150228165507,0,0.0306754575284853,0,0,0,0,0.0322991258398506,0,0,0,0,0.0712773891462326,0,0,0,0,0,0,0.0316342317550359,0.0351479587903909,0,0,0,0.0376726756382113,0,0,0.0361414006940063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0411256170152582,0,0,0,0,0,0,0.034906904239471,0,0.046416594871617,0,0,0,0,0,0,0,0.0387991816483719,0,0,0,0,0,0,0,0,0,0,0.0797370488591498,0,0,0,0.036761294915626,1,1
"2740",0,0,0,0.0262898220938526,0,0.0323147144726017,0,0,0,0,0,0,0,0,0.0286696157114669,0,0,0,0,0,0.031338652121997,0.0742406591412451,0,0,0,0.0628587899594489,0,0,0,0,0.0643914872236274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.152204698826064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0389824092419163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"2741",0,0,0,0.0262898220938526,0.0113360853167341,0,0,0.00513643182912284,0,0,0.00580101381600124,0,0,0,0.0172017694268801,0.0239178592877562,0.0184163487253265,0,0,0.0190503561334336,0.0125354608487988,0.00742406591412451,0.00574959867068393,0,0.0061871596753984,0.0188576369878347,0,0,0.0224586658102289,0.014761683659343,0,0,0.0179795452418693,0,0,0,0,0.00695269868423819,0,0.0183901666877179,0.00649170203924071,0,0,0,0.0353459288358344,0,0,0,0,0.00736858546747023,0,0,0.00721875344502517,0,0,0.0074615266784994,0,0.00845003168244415,0,0.0145439752770874,0,0.0197973992796492,0.00990635407709717,0,0,0,0.00860977050605185,0,0,0,0,0.028367205091655,0,0,0,0,0,0.00796540871876507,0.014172268509392,0,0,0,0.00799433871167093,0.0237673166985455,0.00724823215636994,0,0,0,0.00787996874065231,0.0112020740476827,0,0.0453413689514934,0,0,0,0.0391551821724461,0.00747409947063446,0,0.00749937564423603,0.00690389093108658,1,1
"2742",0,0,0,0.0267000908891206,0,0.0311472002571434,0,0,0,0,0,0,0,0,0,0,0.0286033121549807,0,0,0.03026924354167,0,0,0,0,0,0.0292585230224141,0,0,0,0,0,0.0312872416885773,0,0,0,0,0,0,0,0.0292585230224141,0,0,0.0403375479299079,0,0.0708535618219201,0.0679864884718997,0,0,0,0,0,0,0,0.0450433610781394,0,0,0.043968611164664,0,0,0.0312170476535491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0324604792440931,0,0,0,0,0,0,0,0,0,0.0384655598641099,0,0.0308712096658283,0.189464236270289,0,2,1
"2743",0,0,0,0.0267472218564682,0,0,0,0.02739707675036,0,0,0,0.046853699958214,0,0,0,0,0,0,0,0,0,0,0.0310616376842002,0,0,0,0,0,0,0.0400000137052998,0,0,0,0,0,0,0,0,0.0744087661347188,0.0321891342756673,0,0,0,0,0,0,0,0,0,0.0383893465356981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0375210472077953,0,0,0,0,0,0,0,0,0.0388371964848409,0,0,0.0380050857735708,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0736816358579179,0,0,1,1
"2744",0,0,0,0.0268620186839738,0,0.0330431131230179,0,0,0,0,0,0,0,0,0.0577764965903581,0,0,0,0,0,0,0,0.0286201824882848,0,0,0,0,0,0,0.0723016365087832,0,0,0,0,0,0.0335808161258907,0,0,0.0316933369140969,0.028888248295179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0357269689976974,0.0374957679111551,0,0,0,0,0.0347149102543117,0,0,0,0,0,0,0,0.0774239897368949,0,0,0.0363671177917579,0,0,0,0,0,0,0,0,0,0,0,0,0.136550452475527,0,0,0,2
"2745",0,0,0,0.0271071058275067,0,0,0,0.00981489913229994,0.0125315130549805,0.0222266552298962,0.0212484057815372,0.0338735987971857,0,0.0122214279100845,0,0,0,0,0,0.01164325815996,0,0,0.0117360406072192,0.0257150136116683,0.0105462205042776,0,0.059306152041156,0,0.0112851079304365,0,0,0,0,0,0,0,0,0,0,0.0110291477781741,0.0117360406072192,0,0,0,0.0115518107583442,0,0,0,0,0,0,0,0,0.0149515068478899,0,0,0,0,0,0.0154344341217864,0,0,0,0,0,0.0186254718195246,0,0,0,0.0227602711822376,0,0,0,0.0252766608786542,0,0.0192036415696491,0.017375282541989,0,0,0,0,0,0,0.0136902549309003,0,0,0,0,0.0143598720826406,0,0,0.01408350311635,0.0120228028460821,0,0,0.0142201854759123,0,0,0,0,1,2
"2746",0,0,0,0.0271464341229827,0,0,0,0,0,0,0.0305144958419433,0,0,0,0,0.0196226397173982,0,0,0,0.0161063667523506,0,0,0,0,0,0.0169168928563183,0,0,0,0,0,0,0.0170282318103163,0,0.0195093083456469,0,0,0,0,0,0,0,0,0,0.0768146460923529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0429670625532548,0.0230085946983154,0,0,0,0,0.0378129054268751,0,0,0.0242474749329342,0,0,0.0195658249106081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0197660024335611,0,0,0,0,0,1,2
"2747",0,0,0,0.0271464341229827,0.0294404123267204,0,0,0,0,0,0.0305144958419433,0,0,0,0,0,0,0,0,0.0322127335047011,0,0,0.0315252442168002,0.0372344570166887,0,0.0338337857126365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0360238659226428,0,0,0,0,0,0,0,0,0,0,0,0.0378129054268751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0399988580982843,0,0,0,0,0,0,0,1,0
"2748",0,0,0,0.0272289141398529,0.0315033382319597,0.0328124843974252,0.0611070470209606,0.107640069980993,0,0,0,0,0,0,0,0,0,0,0,0,0.0688059607996598,0,0.0322175531620436,0,0,0,0,0,0,0.0329646926203235,0,0,0.0349122387201612,0,0,0,0,0,0,0,0,0,0,0,0,0.038357871734027,0,0,0,0,0,0.046148193776341,0,0,0.0359814211138729,0.0357982546832089,0,0,0,0,0,0.038357871734027,0,0,0.0396909559643485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0468530899038462,0,0,0,0,0,0,0,0,0,0,0,0,0.0419218062944843,0,0,0,0,0,2
"2749",0,0,0,0.0273194904561756,0.0296157742594501,0.0354647852421849,0,0,0,0,0,0,0,0.0239892486277554,0,0,0,0,0,0,0,0,0.0305329649742131,0,0.0672396553485035,0.0340649584016611,0,0,0,0,0.032507919242355,0,0,0,0,0,0,0.0361040516581086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0366618391659264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0487379026280831,0,0,0,0,0,0,0,0,0,0,0.0367133474625483,0,0,1,1
"2750",0,0,0,0.0276919459388581,0.0298516913340664,0.0340381659111404,0,0,0,0.0298314749014347,0,0.0408811892061036,0,0,0,0,0,0,0,0,0,0,0,0.0420653127655417,0,0,0,0.0678371234874279,0,0,0.0339128499377771,0,0,0,0,0,0.0364743146631158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.034599466405026,0,0,0,0,0,0.0388078834620099,0,0,0,0,0.038174022690215,0,0,0,0,0,0,0,0,0,0,0,0.0393635905453415,0,0,0,2,2
"2751",0,0,0,0.0279817090190745,0,0,0,0,0,0,0,0.0490161784178238,0.0360951706985854,0,0,0,0,0,0,0.033203894535615,0,0,0,0,0.0367314634641402,0,0.0340236395186657,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0336315630332085,0,0,0,0,0,0,0,0,0.0401611625296534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0478388785384393,0,0,0,0,0,0,0,0.0428043878494573,0,0,0,0,0,0,0,1
"2752",0,0,0,0.0283688465696906,0,0.0992817008196447,0,0.0252113080962604,0,0.0458019615341476,0,0,0.0307034643761028,0,0.0567376931393813,0,0.0303910191646669,0.0435847797985626,0,0,0,0,0,0,0,0,0.0294327297471589,0,0,0,0,0,0,0,0,0,0,0,0.032371257533208,0,0.0316817754530573,0,0.0428586446755272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.033168113131896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.035238736716422,0,0,0,0,0,0,0,0,0,0,0,0.0827497004964667,0,0.0677061105447027,0,0,0,0.0805223004148727,0,1,1
"2753",0,0,0,0.0285129124373062,0.0173948491345913,0,0,0.0152993382266927,0,0,0,0,0.0513627458206153,0.0226457771519915,0,0,0.0178537206247988,0,0,0.0179726883681669,0.0192013757788656,0,0,0,0.074382862426523,0,0,0,0.0179129825396775,0.0273524145056427,0,0.0194860735724572,0,0,0,0,0,0,0,0,0.0421711152907153,0,0.0243173946659165,0.0185311752472516,0.0191317623159947,0,0,0.0277510321065036,0.0186607828319145,0,0.0179129825396775,0.0234378444181306,0,0.0220243698080223,0,0,0,0,0,0,0,0.0202457615489761,0,0,0,0,0.0448664255988489,0,0.0301124753315571,0,0,0,0,0.0612203732490199,0,0,0,0.0248673155142641,0,0.0444523404561012,0,0,0,0,0.0221246313920569,0,0,0,0,0,0,0,0,0,0,0,0.0227542235981182,0.0211746165700166,0,0,0,2
"2754",0,0,0,0.0291247477076779,0,0,0,0,0,0,0,0,0,0,0.0303099027245782,0.0432668991813946,0.034346821402767,0,0,0,0,0,0.0320280791242769,0,0,0,0.0322282743245544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0421439809775814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0368801707645965,0,0,0,0,0,0,0,0,0,0.0378294564728442,0,0,0,0.0447018233225103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0845070422535211,0,0,0,0,1,2
"2755",0,0,0,0.0291247477076779,0,0,0,0,0.0320945919445924,0,0,0.0454591649625241,0,0.0280594739353279,0,0,0,0,0.0373061748049925,0.034346821402767,0.0355740410045413,0,0.0320280791242769,0.0421439809775814,0,0,0,0,0,0.0409764738177456,0,0,0,0,0,0.0411838189685451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0438525203609918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0426976841328607,0,0,0,0,0.0410798819211423,0,1,2
"2756",0,0,0,0.02914807498181,0,0,0,0,0,0,0,0,0.0295906463481796,0,0,0,0,0,0,0,0,0,0.0921914244693916,0,0.0645772872907854,0,0,0,0,0,0.0315828993051401,0,0,0,0,0,0,0,0.0353451173521233,0,0,0,0,0.0644812739757462,0.0372471437081683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0575591364879399,0,0,0,0,0,0,0,0,0.0344984096517792,0,0,0,0,0,0,0,0,0,0,0.03777603673018,0.0374434845198937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
"2757",0,0,0,0.0293313062020586,0,0.0359862131015242,0,0.0146946797296384,0,0.0160277903022123,0,0,0,0.0141292386482857,0,0,0,0,0,0,0,0,0,0,0,0.0175995241919557,0,0,0,0,0,0,0,0,0,0,0,0,0.0193193371521894,0,0,0,0,0,0,0,0,0,0,0,0,0.0236291426643968,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0298542791888578,0.0249656326602345,0,0,0,0,0,0,0.019048875245191,0.0368885691199068,0,0,0,0,0,0.0191832125760666,0,0,0.0219627888856708,0,0,0,0,0,0,0,0,0.0840149177924926,0.0215002522938518,0,0,0,0,0,0,0,0
"2758",0,0,0,0.0298165751842597,0,0,0.0384620671378369,0,0,0,0,0,0,0.105604034114458,0.0344085082857799,0,0,0,0,0,0,0,0,0,0,0.0371616990614204,0.0362546978477585,0,0,0,0.0363015774238117,0.0403337232020879,0,0,0,0,0.0410684527732657,0,0,0,0,0,0,0,0,0,0,0,0,0.0427946813840569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0466057047888746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0456112329543398,0,0,0,0,0,0,0.0457507657388564,0.0451292507176093,0,0,0.0843701850522564,1,1
"2759",0,0,0,0.0298259371906894,0,0,0,0.0266527042381566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0656878143756558,0,0,0,0,0,0,0,0,0.046484194501466,0.0430283688155941,0,0,0,0,0,0,0.0848301920016074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0600879735880045,0,0.0744127007980823,0,0.0706013964966644,0,0,0,0,0,0,0,0,0.0425880410761703,0,0,0,0.0493465269115753,0,0,0.0639551286936658,0,0,0,0,0,0,0,0.0358151498525355,0,0,0,1
"2760",0,0,0,0.0301737655784626,0.0446044904043279,0,0,0.00270192368643175,0.00935776346869942,0,0,0,0,0.00240868982151139,0.00579897714829606,0,0.00658692291732318,0,0.0937253959348971,0.00334063298940878,0.006698666219019,0,0,0,0,0.00342036217330112,0.00317030614804669,0,0.00604933944911557,0.00395211387001877,0.0163201222790656,0,0,0.00853352460306302,0,0,0.00768506624217095,0,0,0,0.00328500561916157,0,0.00428777349216573,0,0,0.00386509848681698,0,0,0,0.0118208576869853,0,0,0,0.00460011789355684,0.0195745172020524,0.00766269448071937,0,0,0,0.00825135792978174,0,0,0,0.00477269864858232,0,0,0.00441880912268819,0,0,0,0,0.00759633615310868,0,0,0.00743520034014007,0,0,0,0,0.00400015367481008,0,0.00413217158709626,0,0.00425287909581786,0.00382022491611732,0,0,0,0,0,0,0,0.0208579307476285,0.0039226768671703,0.00376554192463215,0,0,0.00368627912106998,0.0201231152046492,0.00353677719739234,0,0
"2761",0,0,0,0.0301768305694033,0,0,0,0,0.031769879036954,0,0.0308902582322249,0.041415517054034,0,0,0.0297306837088886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0423997279839977,0,0.0380313030210621,0.0731851841643964,0,0,0,0,0.0333785418227392,0,0.0404099953812181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0436251071756599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0545919850082767,0,0,0,0,0,0,0,0.128222708836318,0,2,2
"2762",0,0,0,0.0304096630477225,0.0208872747473934,0,0.0127482555046737,0.0406264674878238,0,0.0110780315324115,0.0339320556811501,0,0,0.00976579730102098,0.0316471043153684,0,0.0119540407823356,0.0173661606556086,0.0129840118193847,0,0,0,0,0,0.0122179532903138,0.0243287540300564,0.01121670331884,0,0,0,0,0,0.0114540421867356,0,0,0.0143335840527779,0.0135450839987225,0.0140492428594664,0,0,0,0,0,0,0.0142614198091173,0,0,0,0,0,0.015262396792306,0,0,0,0,0,0.0388384887469153,0,0,0.0146298382383759,0.0212821416746877,0.0133530712669545,0.0203742256331833,0,0,0,0,0,0,0,0.0372888333916972,0,0,0,0,0,0.0174220663579235,0,0.0142974098843191,0,0,0,0.0301977485165096,0,0.0141899845096699,0,0,0,0,0,0,0,0,0.0297209369944422,0,0,0.0142974098843191,0,0,0.0271551983144297,2,0
"2763",0,0,0,0.030863538615599,0,0.0252440599368901,0,0,0.0113368956620202,0,0,0,0,0.00991155546969294,0,0.0152833325466618,0,0,0.0395334091217085,0,0,0,0.0113134010836998,0.0148866798478024,0.0124003108021095,0.0123459348809241,0,0,0,0,0,0,0,0.0162885254618093,0.0136491487618153,0,0,0,0,0,0,0,0.0148866798478024,0,0,0,0,0,0,0.0146588007950008,0.0309803875187106,0,0.0133939187682556,0,0.0152833325466618,0.0140156017057223,0,0,0.0176253570833042,0,0,0,0,0,0.017513205000463,0,0,0,0,0,0,0.0139137902502014,0,0,0,0,0.0176820971990865,0,0,0.0145475181431179,0,0,0,0,0,0,0,0,0,0,0,0,0.0147339594636088,0,0.0136817002337893,0,0.014510804061697,0.0134253305788635,0,0,1,2
"2764",0,0,0,0.0309039831132444,0,0,0,0.0276160549937526,0,0.0833733013819537,0.0316346018040858,0,0,0.0517229906756762,0,0,0,0.0442176634831033,0.0447695151651891,0,0,0,0,0,0,0.0348564433263071,0,0,0,0,0.0334854836006305,0.0336325806812958,0,0,0,0.0868428163527663,0,0,0.0374743412889982,0,0,0,0,0,0,0.0413837302096812,0,0,0,0,0.0435081009643856,0,0,0.0902947934848201,0.0516776419898391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0365766271006815,0,0,0,0,0,0,0,0,0,0.0400517015934439,0,0,0.101725435380272,0,0,0,0,0,0,0.0380361022513037,0.0482783259804234,0.0425774624230307,0,0,0,0,1
"2765",0,0,0,0.0309478326214807,0.0157132656043351,0,0.0334946884102939,0.0275032451959204,0.0156226886505338,0.0124914440547675,0.0331538390887276,0,0,0,0,0.0437916551891096,0,0,0,0.0175424025071042,0,0.0233004736193901,0,0.0226384622061718,0,0,0,0,0,0,0.032886171725331,0.01813237870588,0.0162140094127366,0,0,0,0,0,0.017657049563568,0,0,0,0.0233774425502875,0,0,0,0,0,0.0339841057045199,0.0218315360421239,0.0226384622061718,0,0,0.0261046751702854,0,0,0,0,0,0.0361833961438865,0,0.0172442921667966,0,0,0,0,0,0,0.0214560292781593,0,0,0.0378926784456263,0,0,0,0,0,0,0,0,0,0.0205314298461246,0,0,0,0,0,0,0.0229996277105892,0,0,0,0,0,0,0,0,0,0.0219606273858744,0,0,1
"2766",0,0,0,0.031102189134723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0126258795548424,0,0,0,0.0155684930921882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0141911665778578,0,0.0124156366221645,0,0,0,0,0,0,0,0,0.0148922600261678,0,0,0,0.0173860866028276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0160737020185526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
