"","pA-0%","pA-25%","pA-50%","pA-75%","pA-100%","pB-0%","pB-25%","pB-50%","pB-75%","pB-100%","pN-0%","pN-25%","pN-50%","pN-75%","pN-100%","CurrentLabel","NextLabel"
"612",0,0.333333333333333,0.421182266009852,0.601604278074866,0.904761904761905,0,0.294662309368192,0.35214626391097,0.445075757575758,0.589887640449438,0,0.0549242424242424,0.16025641025641,0.276785714285714,1,0,1
"613",0,0.333333333333333,0.421182266009852,0.601604278074866,0.904761904761905,0,0.294662309368192,0.35214626391097,0.445075757575758,0.589887640449438,0,0.0549242424242424,0.16025641025641,0.276785714285714,1,1,2
"614",0,0.333333333333333,0.421182266009852,0.601604278074866,0.904761904761905,0,0.294662309368192,0.35214626391097,0.445075757575758,0.589887640449438,0,0.0549242424242424,0.16025641025641,0.276785714285714,1,2,2
"615",0,0.333333333333333,0.423076923076923,0.551640926640927,0.892857142857143,0,0.302494802494803,0.439252336448598,0.569473684210526,0.857142857142857,0,0.0392307692307692,0.105263157894737,0.168306815046445,0.5,0,0
"616",0,0.333333333333333,0.423076923076923,0.551640926640927,0.892857142857143,0,0.302494802494803,0.439252336448598,0.569473684210526,0.857142857142857,0,0.0392307692307692,0.105263157894737,0.168306815046445,0.5,1,0
"617",0,0.333333333333333,0.423076923076923,0.551640926640927,0.892857142857143,0,0.302494802494803,0.439252336448598,0.569473684210526,0.857142857142857,0,0.0392307692307692,0.105263157894737,0.168306815046445,0.5,2,1
"618",0,0.333333333333333,0.425149700598802,0.571428571428571,0.9,0.1,0.28125,0.394736842105263,0.5,1,0,0.0416666666666667,0.138888888888889,0.235294117647059,0.461538461538462,0,1
"619",0,0.333333333333333,0.425149700598802,0.571428571428571,0.9,0.1,0.28125,0.394736842105263,0.5,1,0,0.0416666666666667,0.138888888888889,0.235294117647059,0.461538461538462,1,1
"620",0,0.333333333333333,0.425149700598802,0.571428571428571,0.9,0.1,0.28125,0.394736842105263,0.5,1,0,0.0416666666666667,0.138888888888889,0.235294117647059,0.461538461538462,2,1
"621",0,0.333333333333333,0.426900584795322,0.553191489361702,0.888888888888889,0.111111111111111,0.32,0.4375,0.523809523809524,1,0,0.0465116279069767,0.0975609756097561,0.189189189189189,0.571428571428571,1,1
"622",0,0.333333333333333,0.44,0.571428571428571,0.909090909090909,0,0.333333333333333,0.428571428571429,0.529411764705882,1,0,0,0.0833333333333333,0.166666666666667,0.55,0,1
"623",0,0.333333333333333,0.44,0.571428571428571,0.909090909090909,0,0.333333333333333,0.428571428571429,0.529411764705882,1,0,0,0.0833333333333333,0.166666666666667,0.55,1,1
"624",0,0.333333333333333,0.44,0.571428571428571,0.909090909090909,0,0.333333333333333,0.428571428571429,0.529411764705882,1,0,0,0.0833333333333333,0.166666666666667,0.55,2,1
"625",0,0.333333333333333,0.444444444444444,0.522388059701492,0.626373626373626,0,0.364197530864198,0.411764705882353,0.523809523809524,1,0,0.0392156862745098,0.0947368421052632,0.142857142857143,1,1,1
"626",0,0.333333333333333,0.444444444444444,0.522388059701492,0.626373626373626,0,0.364197530864198,0.411764705882353,0.523809523809524,1,0,0.0392156862745098,0.0947368421052632,0.142857142857143,1,2,0
"627",0,0.333333333333333,0.444444444444444,0.571428571428571,0.888888888888889,0.0666666666666667,0.3125,0.44,0.571428571428571,1,0,0,0.0714285714285714,0.162393162393162,0.6,1,1
"628",0,0.333333333333333,0.444444444444444,0.571428571428571,1,0,0.285714285714286,0.407317073170732,0.526207976864682,1,0,0.0275900900900901,0.105263157894737,0.2,0.5,0,2
"629",0,0.333333333333333,0.444444444444444,0.571428571428571,1,0,0.285714285714286,0.407317073170732,0.526207976864682,1,0,0.0275900900900901,0.105263157894737,0.2,0.5,1,0
"630",0,0.333333333333333,0.444444444444444,0.571428571428571,1,0,0.285714285714286,0.407317073170732,0.526207976864682,1,0,0.0275900900900901,0.105263157894737,0.2,0.5,2,1
"631",0,0.333333333333333,0.448028673835125,0.574675324675325,0.916666666666667,0,0.314375,0.418003565062389,0.550837320574163,1,0,0,0.0909090909090909,0.193238213399504,0.5,0,1
"632",0,0.333333333333333,0.448028673835125,0.574675324675325,0.916666666666667,0,0.314375,0.418003565062389,0.550837320574163,1,0,0,0.0909090909090909,0.193238213399504,0.5,1,0
"633",0,0.333333333333333,0.454545454545455,0.572815533980582,1,0,0.321428571428571,0.433333333333333,0.555555555555556,1,0,0,0.0588235294117647,0.142857142857143,0.52112676056338,0,1
"634",0,0.333333333333333,0.454545454545455,0.572815533980582,1,0,0.321428571428571,0.433333333333333,0.555555555555556,1,0,0,0.0588235294117647,0.142857142857143,0.52112676056338,1,0
"635",0,0.333333333333333,0.457142857142857,0.571428571428571,0.823529411764706,0.148148148148148,0.333333333333333,0.416666666666667,0.5,1,0,0,0.0714285714285714,0.141176470588235,0.555555555555556,1,1
"636",0,0.333333333333333,0.466666666666667,0.571428571428571,0.833333333333333,0.117647058823529,0.333333333333333,0.428571428571429,0.6,0.75,0,0.0294117647058824,0.105263157894737,0.176470588235294,0.409090909090909,1,1
"637",0,0.333333333333333,0.466666666666667,0.6,0.95,0.05,0.3125,0.424953095684803,0.550657894736842,1,0,0,0.0666666666666667,0.153846153846154,0.625,1,1
"638",0,0.333333333333333,0.477235772357724,0.611538461538462,1,0,0.251509661835749,0.338308457711443,0.509146341463415,1,0,0.0121951219512195,0.117744610281924,0.166666666666667,0.666666666666667,0,0
"639",0,0.333333333333333,0.477235772357724,0.611538461538462,1,0,0.251509661835749,0.338308457711443,0.509146341463415,1,0,0.0121951219512195,0.117744610281924,0.166666666666667,0.666666666666667,1,0
"640",0,0.333333333333333,0.479341736694678,0.578571428571429,0.875,0,0.333333333333333,0.4,0.547857142857143,1,0,0,0.0833333333333333,0.160816326530612,0.6875,1,1
"641",0,0.333333333333333,0.479341736694678,0.578571428571429,0.875,0,0.333333333333333,0.4,0.547857142857143,1,0,0,0.0833333333333333,0.160816326530612,0.6875,2,2
"642",0,0.333333333333333,0.5,0.592682926829268,0.833333333333333,0,0.222222222222222,0.333333333333333,0.455844155844156,1,0,0.0642857142857143,0.146341463414634,0.25,0.875,0,2
"643",0,0.333333333333333,0.5,0.592682926829268,0.833333333333333,0,0.222222222222222,0.333333333333333,0.455844155844156,1,0,0.0642857142857143,0.146341463414634,0.25,0.875,1,0
"644",0,0.333333333333333,0.5,0.592682926829268,0.833333333333333,0,0.222222222222222,0.333333333333333,0.455844155844156,1,0,0.0642857142857143,0.146341463414634,0.25,0.875,2,2
"645",0,0.333333333333333,0.5,0.606060606060606,0.956521739130435,0.0303030303030303,0.333333333333333,0.5,0.65625,1,0,0,0,0.0434782608695652,0.625,1,1
"646",0,0.333333333333333,0.5,0.611111111111111,1,0,0.296296296296296,0.357142857142857,0.5,1,0,0,0.0666666666666667,0.147651006711409,0.357142857142857,0,0
"647",0,0.333333333333333,0.5,0.625,0.837837837837838,0.0769230769230769,0.333333333333333,0.5,0.666666666666667,1,0,0,0,0.0416666666666667,0.5,1,1
"648",0,0.333333333333333,0.5,0.625,0.837837837837838,0.0769230769230769,0.333333333333333,0.5,0.666666666666667,1,0,0,0,0.0416666666666667,0.5,2,1
"649",0,0.333333333333333,0.5,0.690064102564103,1,0,0.2,0.333333333333333,0.444444444444444,0.857142857142857,0,0,0.103942652329749,0.24024500907441,0.8,0,0
"650",0,0.333333333333333,0.5,0.690064102564103,1,0,0.2,0.333333333333333,0.444444444444444,0.857142857142857,0,0,0.103942652329749,0.24024500907441,0.8,2,0
"651",0,0.333333333333333,0.5,0.706349206349206,0.838709677419355,0.136363636363636,0.285714285714286,0.376373626373626,0.574404761904762,1,0,0,0,0.112179487179487,0.555555555555556,0,1
"652",0,0.333333333333333,0.5,0.706349206349206,0.838709677419355,0.136363636363636,0.285714285714286,0.376373626373626,0.574404761904762,1,0,0,0,0.112179487179487,0.555555555555556,1,2
"653",0,0.333333333333333,0.5,0.706349206349206,0.838709677419355,0.136363636363636,0.285714285714286,0.376373626373626,0.574404761904762,1,0,0,0,0.112179487179487,0.555555555555556,2,0
"654",0,0.333333333333333,0.503597122302158,0.520325203252033,0.729411764705882,0,0.176470588235294,0.287769784172662,0.390243902439024,0.511111111111111,0.0894308943089431,0.0941176470588235,0.155555555555556,0.20863309352518,1,0,0
"655",0,0.333333333333333,0.510869565217391,0.666666666666667,0.9,0,0.295945945945946,0.354166666666667,0.5,0.888888888888889,0,0,0,0.0359538002980626,1,0,2
"656",0,0.333333333333333,0.510869565217391,0.666666666666667,0.9,0,0.295945945945946,0.354166666666667,0.5,0.888888888888889,0,0,0,0.0359538002980626,1,2,2
"657",0,0.333333333333333,0.519814719505919,0.627678571428571,0.866666666666667,0,0.294451871657754,0.37966537966538,0.5,1,0,0,0.0666666666666667,0.15719696969697,0.666666666666667,0,0
"658",0,0.333333333333333,0.519814719505919,0.627678571428571,0.866666666666667,0,0.294451871657754,0.37966537966538,0.5,1,0,0,0.0666666666666667,0.15719696969697,0.666666666666667,1,1
"659",0,0.333333333333333,0.519814719505919,0.627678571428571,0.866666666666667,0,0.294451871657754,0.37966537966538,0.5,1,0,0,0.0666666666666667,0.15719696969697,0.666666666666667,2,0
"660",0,0.333333333333333,0.533333333333333,0.679245283018868,1,0,0.142857142857143,0.27906976744186,0.401273885350318,0.75,0,0.0697674418604651,0.148148148148148,0.294117647058824,0.52112676056338,0,2
"661",0,0.333333333333333,0.533333333333333,0.679245283018868,1,0,0.142857142857143,0.27906976744186,0.401273885350318,0.75,0,0.0697674418604651,0.148148148148148,0.294117647058824,0.52112676056338,2,2
"662",0,0.333333333333333,0.5625,0.714285714285714,1,0,0.0833333333333333,0.272727272727273,0.375,0.5,0,0.0625,0.142857142857143,0.25,1,0,2
"663",0,0.333333333333333,0.5625,0.714285714285714,1,0,0.0833333333333333,0.272727272727273,0.375,0.5,0,0.0625,0.142857142857143,0.25,1,2,0
"664",0,0.333333333333333,0.722222222222222,1,1,0,0,0,0.0972222222222222,0.388888888888889,0,0,0.0833333333333333,0.375,1,2,0
"665",0,0.33375,0.480321285140562,0.591503267973856,0.769230769230769,0.125,0.296296296296296,0.381962864721485,0.497222222222222,0.875,0,0.0373931623931624,0.114393338620143,0.184103260869565,0.666666666666667,1,1
"666",0,0.334274193548387,0.434302325581395,0.543956043956044,0.846153846153846,0,0.164835164835165,0.276162790697674,0.415632754342432,0.666666666666667,0.0277777777777778,0.153846153846154,0.268567141785446,0.296428571428571,1,2,2
"667",0,0.334558823529412,0.412587412587413,0.553571428571429,0.692307692307692,0,0.270104895104895,0.36405529953917,0.5,0.636363636363636,0,0.0496031746031746,0.112121212121212,0.272311827956989,1,1,2
"668",0,0.334558823529412,0.412587412587413,0.553571428571429,0.692307692307692,0,0.270104895104895,0.36405529953917,0.5,0.636363636363636,0,0.0496031746031746,0.112121212121212,0.272311827956989,1,2,1
"669",0,0.334905660377358,0.45624468988955,0.614523536165327,1,0,0.183238636363636,0.316716417910448,0.458653846153846,0.615384615384615,0,0.0776923076923077,0.203448275862069,0.3,0.666666666666667,0,0
"670",0,0.334905660377358,0.45624468988955,0.614523536165327,1,0,0.183238636363636,0.316716417910448,0.458653846153846,0.615384615384615,0,0.0776923076923077,0.203448275862069,0.3,0.666666666666667,2,0
"671",0,0.336787564766839,0.466666666666667,0.553191489361702,1,0,0.25531914893617,0.392857142857143,0.434782608695652,0.777777777777778,0,0.0434782608695652,0.176470588235294,0.214285714285714,0.5,0,2
"672",0,0.336787564766839,0.466666666666667,0.553191489361702,1,0,0.25531914893617,0.392857142857143,0.434782608695652,0.777777777777778,0,0.0434782608695652,0.176470588235294,0.214285714285714,0.5,1,2
"673",0,0.336787564766839,0.466666666666667,0.553191489361702,1,0,0.25531914893617,0.392857142857143,0.434782608695652,0.777777777777778,0,0.0434782608695652,0.176470588235294,0.214285714285714,0.5,2,0
"674",0,0.336831208898271,0.405526688710439,0.548762077294686,0.851063829787234,0.148936170212766,0.325192307692308,0.417971409121852,0.509447331128956,1,0,0.055067925194072,0.0933997509339975,0.227335164835165,0.32,0,1
"675",0,0.336831208898271,0.405526688710439,0.548762077294686,0.851063829787234,0.148936170212766,0.325192307692308,0.417971409121852,0.509447331128956,1,0,0.055067925194072,0.0933997509339975,0.227335164835165,0.32,1,2
"676",0,0.336831208898271,0.405526688710439,0.548762077294686,0.851063829787234,0.148936170212766,0.325192307692308,0.417971409121852,0.509447331128956,1,0,0.055067925194072,0.0933997509339975,0.227335164835165,0.32,2,1
"677",0,0.336854460093897,0.451762523191095,0.531262230919765,0.818181818181818,0.0909090909090909,0.333333333333333,0.413369304556355,0.5,1,0,0.0460444352159468,0.125,0.200724637681159,0.466666666666667,1,1
"678",0,0.3375,0.449944382647386,0.5,1,0,0.136904761904762,0.345490716180371,0.455263157894737,0.666666666666667,0,0.114583333333333,0.210591133004926,0.345833333333333,1,0,2
"679",0,0.3375,0.5,0.598809523809524,0.916666666666667,0,0.203571428571429,0.333333333333333,0.483273596176822,1,0,0,0.138996138996139,0.220238095238095,0.545454545454545,0,1
"680",0,0.3375,0.5,0.598809523809524,0.916666666666667,0,0.203571428571429,0.333333333333333,0.483273596176822,1,0,0,0.138996138996139,0.220238095238095,0.545454545454545,1,0
"681",0,0.3375,0.5,0.598809523809524,0.916666666666667,0,0.203571428571429,0.333333333333333,0.483273596176822,1,0,0,0.138996138996139,0.220238095238095,0.545454545454545,2,1
"682",0,0.337662337662338,0.551020408163265,0.619047619047619,0.785714285714286,0,0.214285714285714,0.357142857142857,0.402597402597403,0.5,0,0.0612244897959184,0.173913043478261,0.25974025974026,1,0,0
"683",0,0.337662337662338,0.551020408163265,0.619047619047619,0.785714285714286,0,0.214285714285714,0.357142857142857,0.402597402597403,0.5,0,0.0612244897959184,0.173913043478261,0.25974025974026,1,2,2
"684",0,0.33820652173913,0.5,0.624410377358491,0.958333333333333,0.0416666666666667,0.272147147147147,0.377918529557874,0.469607843137255,1,0,0.046031746031746,0.111111111111111,0.152269861286255,0.333333333333333,1,1
"685",0,0.338235294117647,0.374599358974359,0.44435736677116,0.625,0.166666666666667,0.426682692307692,0.496281271129141,0.607371794871795,0.666666666666667,0,0.0781004709576138,0.120351588911427,0.186079545454545,0.333333333333333,0,1
"686",0,0.338235294117647,0.374599358974359,0.44435736677116,0.625,0.166666666666667,0.426682692307692,0.496281271129141,0.607371794871795,0.666666666666667,0,0.0781004709576138,0.120351588911427,0.186079545454545,0.333333333333333,1,2
"687",0,0.338235294117647,0.374599358974359,0.44435736677116,0.625,0.166666666666667,0.426682692307692,0.496281271129141,0.607371794871795,0.666666666666667,0,0.0781004709576138,0.120351588911427,0.186079545454545,0.333333333333333,2,0
"688",0,0.339285714285714,0.480769230769231,0.68759536161123,0.833333333333333,0.0857142857142857,0.2015732546706,0.427051671732523,0.5,1,0,0.00862068965517241,0.0916666666666667,0.160714285714286,0.4,0,1
"689",0,0.339285714285714,0.480769230769231,0.68759536161123,0.833333333333333,0.0857142857142857,0.2015732546706,0.427051671732523,0.5,1,0,0.00862068965517241,0.0916666666666667,0.160714285714286,0.4,1,0
"690",0,0.34009067357513,0.419548872180451,0.65,0.75,0.0833333333333333,0.2675,0.358527131782946,0.498684210526316,1,0,0.05125,0.114224137931034,0.223214285714286,0.4,0,1
"691",0,0.34009067357513,0.419548872180451,0.65,0.75,0.0833333333333333,0.2675,0.358527131782946,0.498684210526316,1,0,0.05125,0.114224137931034,0.223214285714286,0.4,1,1
"692",0,0.340579710144927,0.470588235294118,0.52521670606777,0.666666666666667,0.133333333333333,0.252659574468085,0.329545454545455,0.410427807486631,0.575757575757576,0.0454545454545455,0.148550724637681,0.204545454545455,0.273148148148148,0.545454545454545,2,1
"693",0,0.3407594381036,0.461538461538462,0.585714285714286,0.9,0.1,0.285714285714286,0.406015037593985,0.5,1,0,0,0.0967741935483871,0.164560770156438,0.392857142857143,1,1
"694",0,0.340909090909091,0.486531986531986,0.519485903814262,0.522388059701492,0.272727272727273,0.336838534599729,0.361203243044039,0.423148148148148,0.6,0.117283950617284,0.118873226460291,0.19606512890095,0.304545454545455,0.4,0,2
"695",0,0.340909090909091,0.46875,0.5,0.666666666666667,0.25,0.333333333333333,0.46875,0.5,0.666666666666667,0,0,0.125,0.2625,0.363636363636364,1,2
"696",0,0.340909090909091,0.49,0.626461988304094,0.896551724137931,0,0.202777777777778,0.362781954887218,0.5325,0.666666666666667,0,0.00862068965517241,0.0805555555555555,0.285,0.666666666666667,0,2
"697",0,0.340909090909091,0.49,0.626461988304094,0.896551724137931,0,0.202777777777778,0.362781954887218,0.5325,0.666666666666667,0,0.00862068965517241,0.0805555555555555,0.285,0.666666666666667,2,1
"698",0,0.342105263157895,0.434210526315789,0.65,1,0,0.0416666666666667,0.183333333333333,0.216666666666667,0.473684210526316,0,0.114473684210526,0.245614035087719,0.416666666666667,1,2,0
"699",0,0.342216981132075,0.424113311837863,0.494734532689776,0.76,0.2,0.311594202898551,0.428745837957825,0.494760479041916,0.545454545454545,0,0.0981720768988339,0.143181818181818,0.249552772808587,0.5,0,2
"700",0,0.342216981132075,0.424113311837863,0.494734532689776,0.76,0.2,0.311594202898551,0.428745837957825,0.494760479041916,0.545454545454545,0,0.0981720768988339,0.143181818181818,0.249552772808587,0.5,2,2
"701",0,0.34281914893617,0.466082317073171,0.6,0.9,0.1,0.309716599190283,0.46062831497348,0.571428571428571,0.878787878787879,0,0,0.0298245614035088,0.109649122807018,0.5,1,1
"702",0,0.343167701863354,0.483597883597884,0.526406429391504,0.586206896551724,0.172413793103448,0.299324324324324,0.333333333333333,0.359565807327001,0.4375,0.119402985074627,0.156148538961039,0.199663561076605,0.266748768472906,0.666666666666667,2,2
"703",0,0.34339378238342,0.444444444444444,0.584757834757835,0.857142857142857,0.142857142857143,0.325764705882353,0.422413793103448,0.5,0.75,0,0.0470653377630122,0.111111111111111,0.195238095238095,0.545454545454545,1,1
"704",0,0.34375,0.4375,0.5,0.5,0.333333333333333,0.5,0.5,0.5,1,0,0,0,0.09375,0.333333333333333,1,2
"705",0,0.34375,0.480769230769231,0.666666666666667,1,0,0.2,0.333333333333333,0.5,0.666666666666667,0,0,0.0869565217391304,0.2,0.555555555555556,0,0
"706",0,0.34375,0.480769230769231,0.666666666666667,1,0,0.2,0.333333333333333,0.5,0.666666666666667,0,0,0.0869565217391304,0.2,0.555555555555556,2,0
"707",0,0.344827586206897,0.437254901960784,0.61371237458194,0.818181818181818,0.136363636363636,0.290372670807453,0.408974358974359,0.600427350427351,1,0,0,0.0399686520376176,0.128301886792453,0.354838709677419,0,1
"708",0,0.344827586206897,0.437254901960784,0.61371237458194,0.818181818181818,0.136363636363636,0.290372670807453,0.408974358974359,0.600427350427351,1,0,0,0.0399686520376176,0.128301886792453,0.354838709677419,1,2
"709",0,0.344827586206897,0.437254901960784,0.61371237458194,0.818181818181818,0.136363636363636,0.290372670807453,0.408974358974359,0.600427350427351,1,0,0,0.0399686520376176,0.128301886792453,0.354838709677419,2,0
"710",0,0.345238095238095,0.513636363636364,0.681061946902655,1,0,0.263152173913043,0.35554435483871,0.52338811630847,0.727272727272727,0,0,0.0860795454545455,0.146590909090909,0.5,0,2
"711",0,0.345238095238095,0.513636363636364,0.681061946902655,1,0,0.263152173913043,0.35554435483871,0.52338811630847,0.727272727272727,0,0,0.0860795454545455,0.146590909090909,0.5,1,1
"712",0,0.345238095238095,0.513636363636364,0.681061946902655,1,0,0.263152173913043,0.35554435483871,0.52338811630847,0.727272727272727,0,0,0.0860795454545455,0.146590909090909,0.5,2,1
"713",0,0.346153846153846,0.448717948717949,0.538461538461538,0.878048780487805,0.121951219512195,0.345238095238095,0.428571428571429,0.526315789473684,0.875,0,0.03,0.0952380952380952,0.176470588235294,0.545454545454545,1,1
"714",0,0.346153846153846,0.45,0.524271844660194,0.78125,0,0.268292682926829,0.384615384615385,0.466666666666667,0.609756097560976,0.0625,0.0810810810810811,0.146341463414634,0.317073170731707,0.666666666666667,2,2
"715",0,0.346748400852879,0.417989417989418,0.518203883495146,0.636363636363636,0.25,0.387030207235687,0.493589743589744,0.5984375,1,0,0.00462962962962963,0.0596216081652975,0.133989726027397,0.291666666666667,2,1
"716",0,0.348039215686274,0.555555555555556,0.658134920634921,1,0,0.18452380952381,0.304639804639805,0.5,0.666666666666667,0,0.0549872122762148,0.11437908496732,0.232600732600733,0.5,0,2
"717",0,0.348039215686274,0.555555555555556,0.658134920634921,1,0,0.18452380952381,0.304639804639805,0.5,0.666666666666667,0,0.0549872122762148,0.11437908496732,0.232600732600733,0.5,1,2
"718",0,0.348039215686274,0.555555555555556,0.658134920634921,1,0,0.18452380952381,0.304639804639805,0.5,0.666666666666667,0,0.0549872122762148,0.11437908496732,0.232600732600733,0.5,2,1
"719",0,0.349104859335038,0.5,0.623330152671756,0.866666666666667,0.0666666666666667,0.287723121627231,0.416666666666667,0.538461538461538,1,0,0,0.0590727816550349,0.133333333333333,0.8,0,1
"720",0,0.349104859335038,0.5,0.623330152671756,0.866666666666667,0.0666666666666667,0.287723121627231,0.416666666666667,0.538461538461538,1,0,0,0.0590727816550349,0.133333333333333,0.8,1,1
"721",0,0.349104859335038,0.5,0.623330152671756,0.866666666666667,0.0666666666666667,0.287723121627231,0.416666666666667,0.538461538461538,1,0,0,0.0590727816550349,0.133333333333333,0.8,2,1
"722",0,0.34945652173913,0.414772727272727,0.666666666666667,0.8,0.166666666666667,0.216600438476295,0.395220588235294,0.5,0.545454545454545,0,0.0815040650406504,0.150842696629213,0.177309782608696,0.5,1,0
"723",0,0.35,0.472470238095238,0.531578947368421,0.6,0.2,0.372727272727273,0.418859649122807,0.486111111111111,0.818181818181818,0,0.0533625730994152,0.110119047619048,0.232432432432432,0.34,1,1
"724",0,0.35,0.5,0.666666666666667,1,0,0.266666666666667,0.388888888888889,0.514705882352941,1,0,0,0.0666666666666667,0.15,0.555555555555556,0,0
"725",0,0.35,0.5,0.666666666666667,1,0,0.266666666666667,0.388888888888889,0.514705882352941,1,0,0,0.0666666666666667,0.15,0.555555555555556,1,1
"726",0,0.35,1,1,1,0,0,0,0,0.733333333333333,0,0,0,0.25,1,0,0
"727",0,0.35,1,1,1,0,0,0,0,0.733333333333333,0,0,0,0.25,1,2,0
"728",0,0.351075268817204,0.649019607843137,0.816176470588235,1,0,0.0416666666666667,0.191176470588235,0.337254901960784,0.612903225806452,0,0.00490196078431373,0.0542483660130719,0.0948028673835125,1,0,2
"729",0,0.351470588235294,0.470588235294118,0.618218623481781,1,0,0.258333333333333,0.375,0.525510204081633,0.8,0,0.00625,0.0833333333333333,0.176470588235294,0.523255813953488,0,2
"730",0,0.351470588235294,0.470588235294118,0.618218623481781,1,0,0.258333333333333,0.375,0.525510204081633,0.8,0,0.00625,0.0833333333333333,0.176470588235294,0.523255813953488,1,0
"731",0,0.351470588235294,0.470588235294118,0.618218623481781,1,0,0.258333333333333,0.375,0.525510204081633,0.8,0,0.00625,0.0833333333333333,0.176470588235294,0.523255813953488,2,2
"732",0,0.351949927780453,0.462566844919786,0.556372549019608,1,0,0.31522770398482,0.450487012987013,0.537717892205971,1,0,0.0390260950605778,0.0698757763975155,0.130720823798627,0.470588235294118,0,1
"733",0,0.351949927780453,0.462566844919786,0.556372549019608,1,0,0.31522770398482,0.450487012987013,0.537717892205971,1,0,0.0390260950605778,0.0698757763975155,0.130720823798627,0.470588235294118,1,2
"734",0,0.351949927780453,0.462566844919786,0.556372549019608,1,0,0.31522770398482,0.450487012987013,0.537717892205971,1,0,0.0390260950605778,0.0698757763975155,0.130720823798627,0.470588235294118,2,1
"735",0,0.352205882352941,0.5,0.623398169336384,1,0,0.25,0.402702702702703,0.545296167247387,1,0,0,0.0467391304347826,0.102215719063545,0.448275862068966,0,1
"736",0,0.352205882352941,0.5,0.623398169336384,1,0,0.25,0.402702702702703,0.545296167247387,1,0,0,0.0467391304347826,0.102215719063545,0.448275862068966,1,2
"737",0,0.352205882352941,0.5,0.623398169336384,1,0,0.25,0.402702702702703,0.545296167247387,1,0,0,0.0467391304347826,0.102215719063545,0.448275862068966,2,2
"738",0,0.352484472049689,0.5,0.670326576576577,0.916666666666667,0.0833333333333333,0.235641891891892,0.375,0.536904761904762,1,0,0.0251294547669814,0.0630630630630631,0.125,0.478260869565217,0,2
"739",0,0.352484472049689,0.5,0.670326576576577,0.916666666666667,0.0833333333333333,0.235641891891892,0.375,0.536904761904762,1,0,0.0251294547669814,0.0630630630630631,0.125,0.478260869565217,1,0
"740",0,0.354166666666667,0.451762523191095,0.535294117647059,0.75,0.117647058823529,0.317058823529412,0.378398007885453,0.452884615384615,0.867924528301887,0,0.0766335956209374,0.130678104575163,0.238031914893617,0.5,0,0
"741",0,0.354166666666667,0.451762523191095,0.535294117647059,0.75,0.117647058823529,0.317058823529412,0.378398007885453,0.452884615384615,0.867924528301887,0,0.0766335956209374,0.130678104575163,0.238031914893617,0.5,1,2
"742",0,0.354166666666667,0.451762523191095,0.535294117647059,0.75,0.117647058823529,0.317058823529412,0.378398007885453,0.452884615384615,0.867924528301887,0,0.0766335956209374,0.130678104575163,0.238031914893617,0.5,2,0
"743",0,0.35436320754717,0.454545454545455,0.6,0.75,0,0.266114561766736,0.344827586206897,0.458041958041958,1,0,0,0.132075471698113,0.25,0.714285714285714,1,2
"744",0,0.35436320754717,0.454545454545455,0.6,0.75,0,0.266114561766736,0.344827586206897,0.458041958041958,1,0,0,0.132075471698113,0.25,0.714285714285714,2,1
"745",0,0.354838709677419,0.482758620689655,0.6,1,0,0.285714285714286,0.4,0.5,1,0,0,0.0833333333333333,0.181818181818182,0.52112676056338,0,1
"746",0,0.354838709677419,0.482758620689655,0.6,1,0,0.285714285714286,0.4,0.5,1,0,0,0.0833333333333333,0.181818181818182,0.52112676056338,1,1
"747",0,0.355357142857143,0.527777777777778,0.625,1,0,0.276785714285714,0.322478991596639,0.461080586080586,0.75,0,0.0170454545454545,0.1,0.205357142857143,0.6,1,0
"748",0,0.355357142857143,0.527777777777778,0.625,1,0,0.276785714285714,0.322478991596639,0.461080586080586,0.75,0,0.0170454545454545,0.1,0.205357142857143,0.6,2,1
"749",0,0.355965881554716,0.492753623188406,0.697826086956522,1,0,0.246195652173913,0.470588235294118,0.534622467771639,0.833333333333333,0,0,0.0454545454545455,0.116734143049933,0.264705882352941,0,0
"750",0,0.355965881554716,0.492753623188406,0.697826086956522,1,0,0.246195652173913,0.470588235294118,0.534622467771639,0.833333333333333,0,0,0.0454545454545455,0.116734143049933,0.264705882352941,1,2
"751",0,0.355965881554716,0.492753623188406,0.697826086956522,1,0,0.246195652173913,0.470588235294118,0.534622467771639,0.833333333333333,0,0,0.0454545454545455,0.116734143049933,0.264705882352941,2,0
"752",0,0.356060606060606,0.529510395707579,0.643939393939394,0.875,0,0.25,0.371710526315789,0.490853658536585,0.818181818181818,0,0,0.067816091954023,0.12125,0.833333333333333,0,2
"753",0,0.356060606060606,0.529510395707579,0.643939393939394,0.875,0,0.25,0.371710526315789,0.490853658536585,0.818181818181818,0,0,0.067816091954023,0.12125,0.833333333333333,1,0
"754",0,0.356060606060606,0.529510395707579,0.643939393939394,0.875,0,0.25,0.371710526315789,0.490853658536585,0.818181818181818,0,0,0.067816091954023,0.12125,0.833333333333333,2,1
"755",0,0.356818181818182,0.444444444444444,0.545955882352941,0.851063829787234,0.148936170212766,0.323262153566561,0.403508771929825,0.491379310344828,0.714285714285714,0,0.078689528475199,0.121951219512195,0.17156862745098,0.5,1,1
"756",0,0.356818181818182,0.444444444444444,0.545955882352941,0.851063829787234,0.148936170212766,0.323262153566561,0.403508771929825,0.491379310344828,0.714285714285714,0,0.078689528475199,0.121951219512195,0.17156862745098,0.5,2,1
