"","CSA","CSB","CSN","RDA1","RDA2","RDA3","RDA4","RDA5","RDA_sum","RDB1","RDB2","RDB3","RDB4","RDB5","RDB_sum","RDN1","RDN2","RDN3","RDN4","RDN5","RDN_sum","RA1","RA2","RA3","RA4","RA5","RA_sum","RB1","RB2","RB3","RB4","RB5","RB_sum","RN1","RN2","RN3","RN4","RN5","RN_sum","CurrentLabel","NextLabel"
"1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
"3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
"4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0
"5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,2,0
"6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2
"7",0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,2
"8",0,0,0,0,0,0,0,0,0,0,0,0,0.25,1,1,0,0,0,0.25,1,1,0,0,0,0,0,0,0,0,0,3.25,13,13,0,0,0,0.25,1,1,1,0
"9",0,0,0,0,0,0,0,0,0,0,0,0,0.5,1,1,0,0,0,0.5,1,1,0,0,0,0,0,0,0,0,0,0.5,1,1,0,0,0,0.5,1,1,2,2
"10",0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,0,0,0,1.5,3,3,0,0,0,0,0,0,0,0,0,1,2,2,0,0,0,1.5,3,3,2,0
"11",0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,0,1,2,2,2,4,0,0,0,0,0,0,0,0,0,1,2,2,0,1,2,2,2,4,0,0
"12",0,0,0,0,0,0,0,0,0,0,0.25,0.5,0.75,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.5,0.75,1,1,0,0,0,0,0,0,0,2
"13",0,0,0,0,0,0,0,0,0,0,0.25,0.5,0.75,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.5,0.75,1,1,0,0,0,0,0,0,1,0
"14",0,0,0,0,0,0,0,0,0,0,0.25,0.5,0.75,1,1,0,0.25,0.5,0.75,1,1,0,0,0,0,0,0,0,0.25,0.5,0.75,1,1,0,0.25,0.5,0.75,1,1,2,1
"15",0,0,0,0,0,0,0,0,0,0,1,2,3,4,4,0,4.75,9.5,14.25,19,19,0,2.25,4.5,6.75,9,9,0,3.75,7.5,11.25,15,15,0,6.25,12.5,18.75,25,25,0,2
"16",0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0
"17",0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,2
"18",0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,2,1
"19",0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
"20",0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2
"21",0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,2,2,2,2,2,2,0,0,0,0,0,0,2,2
"22",0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,2
"23",0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,2,0
"24",0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,2,2,2,2,2,2,1,2
"25",0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,2,2,2,2,2,2,3,3,3,3,3,3,0,2
"26",0,0,0,0,0,0,0,0,0,1,1.25,1.5,1.75,2,3,0,0.25,0.5,0.75,1,1,0,0,0,0,0,0,1,1.5,2,2.5,3,4,0,0.25,0.5,0.75,1,1,1,1
"27",0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,0,0,0,0,0,0,1,1
"28",0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,1,1,1,1,1,1,9,9,9,9,9,9,18,18,18,18,18,18,5,5,5,5,5,5,2,2
"29",0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,0,0,0,0,0,0,2,2,2,2,2,2,8,8,8,8,8,8,0,0,0,0,0,0,2,1
"30",0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,0,0,0,0,0,0,5,5,5,5,5,5,10,10,10,10,10,10,0,0,0,0,0,0,0,0
"31",0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,1,1,1,1,1,1,8,8,8,8,8,8,9,9,9,9,9,9,3,3,3,3,3,3,2,0
"32",0,0,0,0,0,0,0,0,0,5,5,5,5,5,5,1,1,1,1,1,1,2,2,2,2,2,2,17,17,17,17,17,17,2,2,2,2,2,2,1,2
"33",0,0,0,0,0,0,0,3,3,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,8,8,0,0,0,0,3,3,0,0,0,0,0,0,0,2
"34",0,0,0,0,0,0,0.5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"35",0,0,0,0,0,0,0.5,1,1,0,0.5,1,1.5,2,3,0,0,0,0,0,0,0,0.5,1,1.5,2,3,1,1,1,1.5,2,4,0,0,0,0,0,0,2,0
"36",0,0,0,0,0,0,0.5,1,1,1,1,1,1,1,3,0,0,0,0.5,1,1,0,0,0,0.5,1,1,1,1,1,2,3,5,0,0,0,0.5,1,1,0,2
"37",0,0,0,0,0,0,0.75,3,3,0,0,1.5,3,3,6,0,0,0.5,1.25,2,3,0,0,1.5,3.25,4,7,0,0,2.5,8.75,20,25,0,0,2,4.25,5,9,0,0
"38",0,0,0,0,0,0,0.75,4,8,0,0,0,0.75,1,3,0,0,0,0,1,1,0,0,0,2.25,12,19,0,0,0,0.75,2,5,0,0,0,0,1,1,0,2
"39",0,0,0,0,0,0,1,1,3,0,0,1,1,2,5,0,0,0,0,1,1,0,0,1,1,1,4,0,0,1,1,2,5,0,0,0,0.5,1,2,0,0
"40",0,0,0,0,0,0,1,2,3,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,2,3,0,0,0,0,1,1,0,0,0,0,0,0,2,0
"41",0,0,0,0,0,0,1,4,4,0,0,0.5,1,1,2,0,0,0,0.25,1,1,0,0,0,2.5,10,10,0,0,1,2.5,4,6,0,0,0.5,1,1,2,0,0
"42",0,0,0,0,0,0,2,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,4,0,0,0,0,0,0,0,0,0,0,0,0,2,2
"43",0,0,0,0,0,0.5,1,1,2,0,0,0,0,0,0,0,0,0,0.25,1,1,0,0,0.5,1.5,3,4,0,0,0,0,0,0,0,0,0,0.75,3,3,0,2
"44",0,0,0,0,0,0.5,1,1,2,0,0,0.5,1.5,3,4,0,0,0,0.25,1,1,0,0,0.5,3,9,10,0,0,0.5,2.25,6,7,0,0,0,0.5,2,2,2,2
"45",0,0,0,0,0,1,3,5,36,0,0,1,2,6,28,0,0,0,0,1,5,0,0,2,5,35,91,0,0,1,3,30,71,0,0,0,1,3,8,0,2
"46",0,0,0,0,0.25,0.5,0.75,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.5,0.75,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2
"47",0,0,0,0,0.25,0.5,0.75,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.5,0.75,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"48",0,0,0,0,0.25,0.5,0.75,1,1,0,0,0,0,0,0,0,0.5,1,1.5,2,2,0,0.25,0.5,0.75,1,1,0,0,0,0,0,0,0,0.5,1,1.5,2,2,2,2
"49",0,0,0,0,0.25,0.5,0.75,1,1,0,0.25,0.5,0.75,1,1,0,0.25,0.5,0.75,1,1,0,0.25,0.5,0.75,1,1,0,0.25,0.5,0.75,1,1,0,0.25,0.5,0.75,1,1,2,2
"50",0,0,0,0,0.25,0.5,0.75,1,1,0,0.25,0.5,0.75,1,1,0,0.25,0.5,0.75,1,1,0,1.25,2.5,3.75,5,5,0,0.25,0.5,0.75,1,1,0,0.25,0.5,0.75,1,1,0,1
"51",0,0,0,0,0.25,0.5,0.75,1,1,0,0.5,1,1.5,2,2,0,0,0,0,0,0,0,0.25,0.5,0.75,1,1,0,0.5,1,1.5,2,2,0,0,0,0,0,0,2,0
"52",0,0,0,0,0.25,0.5,0.75,1,1,1,1.5,2,2.5,3,4,0,0.25,0.5,0.75,1,1,0,0.75,1.5,2.25,3,3,2,2.5,3,3.5,4,6,0,0.25,0.5,0.75,1,1,0,0
"53",0,0,0,0,0.25,1.5,3.75,7,39,0,1,1.5,2.75,6,33,0,0,0,0,2,3,0,1,3.5,10.75,50,134,0,2,4,8.75,27,106,0,0,0,0,5,9,0,0
"54",0,0,0,0,0.5,1,1.5,2,3,0,0.5,1,1.5,2,3,0,0.5,1,1.5,2,3,0,1.5,3,5.5,8,11,0,0.5,1,3.5,6,7,0,1,2,2.5,3,5,1,2
"55",0,0,0,0,0.5,1,1.5,2,3,0,1.5,3,3,3,6,0,0,0,0,0,0,0,0.5,1,1.5,2,3,0,2,4,4,4,8,0,0,0,0.5,1,1,0,2
"56",0,0,0,0,0.5,1,2,3,4,0,1,2,2,2,4,0,0,0,1,2,2,0,0.5,1,2,3,4,0,1,2,2.5,3,5,0,0,0,1,2,2,2,0
"57",0,0,0,0,0.5,1,2.5,4,5,0,0.5,1,1.5,2,3,0,0,0,0,0,0,0,0.5,1,3.5,6,7,0,1,2,3.5,5,7,0,0,0,0,0,0,0,0
"58",0,0,0,0,0.75,1,1.25,2,4,0,0,0,0.25,1,1,0,0,0,0,0,0,0,0.75,1,1.25,2,4,0,0,0,0.25,1,1,0,0,0,0,0,0,1,2
"59",0,0,0,0,0.75,1.5,2,2,5,0,0,0.5,1,1,2,0,0,0,0,0,0,0,1.5,2.5,3,3,8,0,0,0.5,3.5,11,12,0,0,0,0,0,0,2,0
"60",0,0,0,0,0.75,1.5,2.25,3,3,0,1,2,3,4,4,0,0.5,1,1.5,2,2,0,1.5,3,4.5,6,6,0,3.25,6.5,9.75,13,13,0,2.75,5.5,8.25,11,11,1,1
"61",0,0,0,0,1,1,2,5,37,0,0,1,1,5,23,0,0,0,1,4,11,0,1,3,4,19,98,0,1,1,4,15,66,0,0,0,2,9,32,0,0
"62",0,0,0,0,1,1.5,3,9,44,0,0,1,1.25,7,26,0,0,0,1,2,9,0,1,2.5,4.25,39,101,0,0,1.5,3.25,33,77,0,0,0,1,8,22,0,2
"63",0,0,0,0,1,2,2,2,4,0,0,0,1,2,2,0,0,0,0,0,0,0,1,2,3.5,5,7,0,0,0,3,6,6,0,0,0,0,0,0,0,2
"64",0,0,0,0,1,2,2.5,3,5,0,0.5,1,1,1,2,1,1,1,1,1,3,0,1,2,2.5,3,5,0,0.5,1,1.5,2,3,1,1,1,1,1,3,0,0
"65",0,0,0,0,1,2.5,3,8,35,0,0.25,1,2,4,20,0,0,0,0,1,3,0,2.25,5.5,9.75,27,102,0,1,2,4.5,11,45,0,0,0,1,3,9,0,0
"66",0,0,0,0,1,3,4,5,18,1,1,2,3.5,6,18,0,0.5,1,2,3,9,0,1,4,6.5,17,36,1,2.5,3,6.5,18,40,0,1,1,3,7,16,1,1
"67",0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"68",0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2
"69",0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,1,1,1,1,1,1,0,0,0,0,0,0,2,0
"70",0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,3,3,3,3,3,3,0,0,0,0,0,0,0,2
"71",0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,3,3,3,3,3,3,0,0,0,0,0,0,1,1,1,1,1,1,2,2
"72",0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,2,2,2,2,2,2,1,1,1,1,1,1,0,0,0,0,0,0,3,3,3,3,3,3,1,2
"73",0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,0,1
"74",0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
"75",0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1
"76",0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,2,0
"77",0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2
"78",0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2
"79",0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,4,4,4,4,4,4,1,1,1,1,1,1,3,3,3,3,3,3,2,2
"80",0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2
"81",0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"82",0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,7,7,7,7,7,7,7,7,7,7,7,1,1,1,1,1,1,0,2
"83",0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,2,2,2,2,2,2,2,2
"84",0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,5,5,5,5,5,5,2,0
"85",0,0,0,1,1,1,1,1,1,2,2,2,2,2,2,0,0,0,0,0,0,1,1,1,1,1,1,2,2,2,2,2,2,0,0,0,0,0,0,2,2
"86",0,0,0,1,1,1,1,1,1,2,2,2,2,2,2,0,0,0,0,0,0,1,1,1,1,1,1,4,4,4,4,4,4,0,0,0,0,0,0,2,2
"87",0,0,0,1,1,1,1,1,1,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3,3,3,1,1,1,1,1,1,2,0
"88",0,0,0,1,1,1,1,1,1,5,5,5,5,5,5,2,2,2,2,2,2,4,4,4,4,4,4,6,6,6,6,6,6,7,7,7,7,7,7,0,0
"89",0,0,0,1,1,1,1,1,1,5,5,5,5,5,5,2,2,2,2,2,2,5,5,5,5,5,5,9,9,9,9,9,9,2,2,2,2,2,2,2,1
"90",0,0,0,1,1,1,1,1,1,7,7,7,7,7,7,1,1,1,1,1,1,9,9,9,9,9,9,12,12,12,12,12,12,2,2,2,2,2,2,0,0
"91",0,0,0,1,1,1,1,1,2,1,1.25,1.5,1.75,2,3,0,0,0,0,0,0,1,1,1,1,1,2,2,2.75,3.5,4.25,5,7,0,0,0,0,0,0,2,1
"92",0,0,0,1,1,1.5,2.75,5,9,0,0,0,0.75,3,3,0,0,0,0,0,0,2,2,2.5,11.75,38,45,0,0,0,6.5,26,26,0,0,0,0.75,3,3,0,0
"93",0,0,0,1,1,2,4,7,12,0,0,0,1.25,5,5,0,0,0.5,2.5,7,8,1,1,6,28.25,80,93,0,0,1.5,16,55,58,0,0,0.5,5.5,19,20,2,2
"94",0,0,0,1,1.25,1.5,1.75,2,3,0,0.75,1.5,2.25,3,3,0,0,0,0,0,0,1,2,3,4,5,6,0,0.75,1.5,2.25,3,3,0,0,0,0,0,0,0,0
"95",0,0,0,1,1.25,2,2,4,12,0,0,0,0,1,1,0,0,0,1.5,2,4,1,1.75,5,13.5,16,44,0,0.25,2,3,20,27,0,0,1,2.75,5,10,0,0
"96",0,0,0,1,1.5,2,2.5,3,4,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,4,5,6,0,0.25,0.5,0.75,1,1,0,0,0,0,0,0,1,0
"97",0,0,0,1,1.5,2,3.5,5,8,0,1,2,2,2,4,0,0,0,0.5,1,1,1,1.5,2,9,16,19,0,1,2,4,6,8,0,0,0,0.5,1,1,1,0
"98",0,0,0,1,1.75,2,2.25,3,8,0,0,0.5,1.75,4,5,0,0,0,0.25,1,1,1,2.5,3,3,3,10,0,0.75,1,2.5,7,9,0,0,0,0.25,1,1,0,0
"99",0,0,0,1,3.75,6.5,9.25,12,13,0,0,0,0,0,0,0,0.25,0.5,0.75,1,1,1,8.25,15.5,22.75,30,31,0,0.25,0.5,0.75,1,1,1,2.75,4.5,6.25,8,9,0,2
"100",0,0,0,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,2
"101",0,0,0,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2
"102",0,0,0,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,1,1,1,1,1,1,0,0,0,0,0,0,2,2
"103",0,0,0,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"104",0,0,0,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,1,2
"105",0,0,0,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,6,6,6,6,6,6,0,0,0,0,0,0,0,0,0,0,0,0,2,2
"106",0,0,0,2,2,2,2,2,2,0,0,0,0,0,0,1,1,1,1,1,1,10,10,10,10,10,10,7,7,7,7,7,7,1,1,1,1,1,1,2,2
"107",0,0,0,2,2,2,2,2,2,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,3,3,3,3,3,3,2,2
"108",0,0,0,2,2,2,2,2,2,1,1,1,1,1,1,0,0,0,0,0,0,2,2,2,2,2,2,1,1,1,1,1,1,0,0,0,0,0,0,0,0
"109",0,0,0,2,2,2,2,2,2,1,1,1,1,1,1,0,0,0,0,0,0,2,2,2,2,2,2,1,1,1,1,1,1,0,0,0,0,0,0,2,1
"110",0,0,0,2,2,2,2,2,2,1,1,1,1,1,1,0,0,0,0,0,0,3,3,3,3,3,3,2,2,2,2,2,2,0,0,0,0,0,0,0,2
"111",0,0,0,2,2,2,2,2,2,1,1,1,1,1,1,0,0,0,0,0,0,4,4,4,4,4,4,2,2,2,2,2,2,0,0,0,0,0,0,2,0
"112",0,0,0,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3,3,3,1,1,1,1,1,1,2,2,2,2,2,2,1,2
"113",0,0,0,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5,1,1,1,1,1,1,1,1,1,1,1,1,0,0
"114",0,0,0,2,2,2,2,2,2,1,1,1,1,1,1,2,2,2,2,2,2,4,4,4,4,4,4,1,1,1,1,1,1,5,5,5,5,5,5,2,2
"115",0,0,0,2,2,2,2,2,2,1,1,1,1,1,1,2,2,2,2,2,2,5,5,5,5,5,5,4,4,4,4,4,4,3,3,3,3,3,3,2,2
"116",0,0,0,2,2,2,2,2,2,1,1,1,1,1,1,5,5,5,5,5,5,4,4,4,4,4,4,2,2,2,2,2,2,5,5,5,5,5,5,1,1
"117",0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,2,2,2,2,2,2,3,3,3,3,3,3,0,0,0,0,0,0,0,0
"118",0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,4,4,4,4,4,4,4,4,4,4,4,4,1,1,1,1,1,1,2,1
"119",0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,5,5,5,5,5,5,3,3,3,3,3,3,0,0,0,0,0,0,2,2
"120",0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,4,4,4,4,4,4,6,6,6,6,6,6,1,1,1,1,1,1,2,1
"121",0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,9,9,9,9,9,9,10,10,10,10,10,10,3,3,3,3,3,3,2,2
"122",0,0,0,2,2,2,2,2,2,3,3,3,3,3,3,0,0,0,0,0,0,2,2,2,2,2,2,4,4,4,4,4,4,0,0,0,0,0,0,2,2
"123",0,0,0,2,2,2,2,2,2,3,3,3,3,3,3,0,0,0,0,0,0,4,4,4,4,4,4,8,8,8,8,8,8,0,0,0,0,0,0,1,2
"124",0,0,0,2,2,2,2,2,2,3,3,3,3,3,3,0,0,0,0,0,0,6,6,6,6,6,6,6,6,6,6,6,6,2,2,2,2,2,2,2,0
"125",0,0,0,2,2,2,2,2,2,3,3,3,3,3,3,1,1,1,1,1,1,6,6,6,6,6,6,8,8,8,8,8,8,2,2,2,2,2,2,0,2
"126",0,0,0,2,2,2,2,2,2,3,3,3,3,3,3,2,2,2,2,2,2,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,1,0
"127",0,0,0,2,2,2.5,3.75,6,13,3,3,3,3.25,4,13,1,1,1.5,2.25,3,7,2,6.5,11.5,15.25,16,41,3,7.5,10.5,15.75,27,51,1,1,2,4.25,8,13,1,0
"128",0,0,0,2,2.5,3,3.5,4,9,0,0.5,1,1.5,2,3,0,0,0,0,0,0,3,3.5,4,6,8,15,0,0.5,1,10,19,20,0,0,0,1.5,3,3,0,2
"129",0,0,0,3,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,6,6,6,6,6,6,3,3,3,3,3,3,0,0,0,0,0,0,2,2
"130",0,0,0,3,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,12,12,12,12,12,12,6,6,6,6,6,6,4,4,4,4,4,4,2,0
"131",0,0,0,3,3,3,3,3,3,0,0,0,0,0,0,1,1,1,1,1,1,3,3,3,3,3,3,0,0,0,0,0,0,1,1,1,1,1,1,2,2
"132",0,0,0,3,3,3,3,3,3,0,0,0,0,0,0,1,1,1,1,1,1,3,3,3,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,0
"133",0,0,0,3,3,3,3,3,3,0,0,0,0,0,0,1,1,1,1,1,1,14,14,14,14,14,14,5,5,5,5,5,5,1,1,1,1,1,1,2,1
"134",0,0,0,3,3,3,3,3,3,1,1,1,1,1,1,0,0,0,0,0,0,3,3,3,3,3,3,1,1,1,1,1,1,0,0,0,0,0,0,1,1
"135",0,0,0,3,3,3,3,3,3,1,1,1,1,1,1,0,0,0,0,0,0,3,3,3,3,3,3,1,1,1,1,1,1,0,0,0,0,0,0,2,0
"136",0,0,0,3,3,3,3,3,3,1,1,1,1,1,1,0,0,0,0,0,0,8,8,8,8,8,8,2,2,2,2,2,2,0,0,0,0,0,0,1,0
"137",0,0,0,3,3,3,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,20,20,20,20,20,20,8,8,8,8,8,8,2,2,2,2,2,2,2,0
"138",0,0,0,3,3,3,3,3,3,2,2,2,2,2,2,0,0,0,0,0,0,9,9,9,9,9,9,10,10,10,10,10,10,0,0,0,0,0,0,0,0
"139",0,0,0,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,1,1,1,24,24,24,24,24,24,27,27,27,27,27,27,9,9,9,9,9,9,0,0
"140",0,0,0,3,3,3,3,3,3,4,4,4,4,4,4,1,1,1,1,1,1,13,13,13,13,13,13,29,29,29,29,29,29,4,4,4,4,4,4,2,1
"141",0,0,0,3,3,3,3,3,3,5,5,5,5,5,5,0,0,0,0,0,0,5,5,5,5,5,5,8,8,8,8,8,8,3,3,3,3,3,3,2,2
"142",0,0,0,4,4,4,4,4,4,1,1,1,1,1,1,0,0,0,0,0,0,11,11,11,11,11,11,3,3,3,3,3,3,4,4,4,4,4,4,2,0
"143",0,0,0,4,4,4,4,4,4,1,1,1,1,1,1,0,0,0,0,0,0,20,20,20,20,20,20,9,9,9,9,9,9,3,3,3,3,3,3,2,2
"144",0,0,0,4,4,4,4,4,4,1,1,1,1,1,1,3,3,3,3,3,3,6,6,6,6,6,6,2,2,2,2,2,2,3,3,3,3,3,3,0,1
"145",0,0,0,4,4,4,4,4,4,2,2,2,2,2,2,0,0,0,0,0,0,6,6,6,6,6,6,2,2,2,2,2,2,0,0,0,0,0,0,0,0
"146",0,0,0,4,4,4,4,4,4,5,5,5,5,5,5,1,1,1,1,1,1,5,5,5,5,5,5,8,8,8,8,8,8,3,3,3,3,3,3,1,0
"147",0,0,0,4,4,4,4,4,4,9,9,9,9,9,9,3,3,3,3,3,3,6,6,6,6,6,6,21,21,21,21,21,21,4,4,4,4,4,4,0,2
"148",0,0,0,4,4.5,5,5.5,6,10,1,1.75,2.5,3.25,4,5,0,0.25,0.5,0.75,1,1,6,6.5,7,7.5,8,14,1,2.25,3.5,4.75,6,7,0,0.25,0.5,0.75,1,1,0,0
"149",0,0,0,5,5,5,5,5,5,1,1,1,1,1,1,1,1,1,1,1,1,11,11,11,11,11,11,9,9,9,9,9,9,2,2,2,2,2,2,2,0
"150",0,0,0,5,5,5,5,5,5,2,2,2,2,2,2,1,1,1,1,1,1,32,32,32,32,32,32,15,15,15,15,15,15,6,6,6,6,6,6,0,0
"151",0,0,0,5,5,5,5,5,5,3,3,3,3,3,3,0,0,0,0,0,0,6,6,6,6,6,6,8,8,8,8,8,8,0,0,0,0,0,0,0,2
"152",0,0,0,5,5,5,5,5,5,3,3,3,3,3,3,5,5,5,5,5,5,10,10,10,10,10,10,7,7,7,7,7,7,6,6,6,6,6,6,2,2
"153",0,0,0,5,5,5,5,5,5,4,4,4,4,4,4,1,1,1,1,1,1,12,12,12,12,12,12,26,26,26,26,26,26,6,6,6,6,6,6,2,2
