"","CSA","CSB","CSN","RDA1","RDA2","RDA3","RDA4","RDA5","RDA_sum","RDB1","RDB2","RDB3","RDB4","RDB5","RDB_sum","RDN1","RDN2","RDN3","RDN4","RDN5","RDN_sum","RA1","RA2","RA3","RA4","RA5","RA_sum","RB1","RB2","RB3","RB4","RB5","RB_sum","RN1","RN2","RN3","RN4","RN5","RN_sum","CurrentLabel","NextLabel"
"1009",1,1,0,0,0,0,0,0,0,0,0.25,0.5,0.75,1,1,0,0,0,0,0,0,0,0.25,0.5,0.75,1,1,0,0.75,1.5,2.25,3,3,0,0,0,0,0,0,0,2
"1010",1,1,0,0,0,0,0,0,0,0,0.25,0.5,0.75,1,1,0,0,0,0,0,0,0,0.25,0.5,0.75,1,1,0,1,2,3,4,4,0,0,0,0,0,0,0,2
"1011",1,1,0,0,0,0,0,0,0,0,0.25,0.5,0.75,1,1,0,0,0,0,0,0,0,0.5,1,1.5,2,2,0,0.25,0.5,0.75,1,1,0,0,0,0,0,0,0,0
"1012",1,1,0,0,0,0,0,0,0,0,0.25,0.5,0.75,1,1,0,0,0,0,0,0,0,0.5,1,1.5,2,2,0,0.75,1.5,2.25,3,3,0,0.25,0.5,0.75,1,1,0,2
"1013",1,1,0,0,0,0,0,0,0,0,0.25,0.5,0.75,1,1,0,0,0,0,0,0,0,0.5,1,1.5,2,2,0,1,2,3,4,4,0,0,0,0,0,0,0,2
"1014",1,1,0,0,0,0,0,0,0,0,0.25,0.5,0.75,1,1,0,0,0,0,0,0,0,1,2,3,4,4,0,1.25,2.5,3.75,5,5,0,0,0,0,0,0,0,2
"1015",1,1,0,0,0,0,0,0,0,0,0.25,0.5,0.75,1,1,0,0,0,0,0,0,0,1.25,2.5,3.75,5,5,0,1.75,3.5,5.25,7,7,0,0.25,0.5,0.75,1,1,2,1
"1016",1,1,0,0,0,0,0,0,0,0,0.25,0.5,0.75,1,1,0,0,0,0,0,0,0,1.5,3,4.5,6,6,0,0.25,0.5,0.75,1,1,0,0.25,0.5,0.75,1,1,2,1
"1017",1,1,0,0,0,0,0,0,0,0,0.25,0.5,0.75,1,1,0,0.25,0.5,0.75,1,1,0,0,0,0,0,0,0,0.25,0.5,0.75,1,1,0,0.25,0.5,0.75,1,1,0,1
"1018",1,1,0,0,0,0,0,0,0,0,0.25,0.5,0.75,1,1,0,0.25,0.5,0.75,1,1,0,0,0,0,0,0,1,1.25,1.5,1.75,2,3,0,0.75,1.5,2.25,3,3,2,0
"1019",1,1,0,0,0,0,0,0,0,0,0.25,0.5,0.75,1,1,0,0.25,0.5,0.75,1,1,1,1.5,2,2.5,3,4,0,0.25,0.5,0.75,1,1,1,1,1,1,1,2,0,0
"1020",1,1,0,0,0,0,0,0,0,0,0.5,1,1.5,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,1,1.5,2,2,0,0.25,0.5,0.75,1,1,2,2
"1021",1,1,0,0,0,0,0,0,0,0,0.5,1,1.5,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.75,1.5,2.25,3,3,0,0,0,0,0,0,0,2
"1022",1,1,0,0,0,0,0,0,0,0,0.5,1,1.5,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.75,1.5,2.25,3,3,0,0,0,0,0,0,1,1
"1023",1,1,0,0,0,0,0,0,0,0,0.5,1,1.5,2,2,0,0,0,0,0,0,0,0.25,0.5,0.75,1,1,0,0.75,1.5,2.25,3,3,0,0,0,0,0,0,1,1
"1024",1,1,0,0,0,0,0,0,0,0,0.5,1,1.5,2,2,0,0.25,0.5,0.75,1,1,0,0,0,0,0,0,0,0.5,1,1.5,2,2,0,0.25,0.5,0.75,1,1,2,0
"1025",1,1,0,0,0,0,0,0,0,1,1,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,2,0,0,0,0,0,0,1,0
"1026",1,1,0,0,0,0,0,0,0,1,1,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1.25,1.5,1.75,2,3,0,0.25,0.5,0.75,1,1,2,1
"1027",1,1,0,0,0,0,0,0,0,1,1,1,1,1,2,0,0,0,0,0,0,0,0.25,0.5,0.75,1,1,1,1,1,1,1,2,0,0,0,0,0,0,2,2
"1028",1,1,0,0,0,0,0,0,0,1,1,1,1,1,2,0,0,0,0,0,0,0,0.25,0.5,0.75,1,1,2,2.25,2.5,2.75,3,5,0,0,0,0,0,0,0,0
"1029",1,1,0,0,0,0,0,0,0,1,1,1,1,1,2,0,0,0,0,0,0,0,2.25,4.5,6.75,9,9,1,5.5,10,14.5,19,20,0,0,0,0,0,0,1,2
"1030",1,1,0,0,0,0,0,0,0,1,1,1,1,1,2,0,0.25,0.5,0.75,1,1,0,0,0,0,0,0,1,1,1,1,1,2,0,0.25,0.5,0.75,1,1,2,2
"1031",1,1,0,0,0,0,0,0,0,1,1.25,1.5,1.75,2,3,0,0,0,0,0,0,0,0.75,1.5,2.25,3,3,1,1.75,2.5,3.25,4,5,0,0,0,0,0,0,2,2
"1032",1,1,0,0,0,0,0,0,0,1,1.5,2,2.5,3,4,0,0,0,0,0,0,0,0,0,0,0,0,1,1.5,2,2.5,3,4,0,0,0,0,0,0,1,2
"1033",1,1,0,0,0,0,0.5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"1034",1,1,0,0,0,0,0.5,1,1,0,0,0,0,0,0,0,0,0,0.5,1,1,0,0,0,0.5,1,1,0,0,0,0,0,0,0,0,0,0.5,1,1,1,0
"1035",1,1,0,0,0,0,0.5,1,1,0,0.5,1,1,1,2,0,0,0,0,0,0,0,0.5,1,3,5,6,0,0.5,1,1.5,2,3,0,0,0,0,0,0,0,0
"1036",1,1,0,0,0,0,1,2,2,0,0,0,0.5,1,1,0,0.5,1,1,1,2,0,0.5,1,1.5,2,3,0,0,0,0.5,1,1,0,0.5,1,1,1,2,0,1
"1037",1,1,0,0,0,0,1,2,2,0,0,0,1,2,2,0,0,0,0,0,0,0,0,0,1.5,3,3,0,0,0,1,2,2,0,0,0,0,0,0,2,2
"1038",1,1,0,0,0,0,1,2,2,0,0,0,1.5,3,3,0,0,0,0,0,0,0,0,0,1,2,2,0,0,0,1.5,3,3,0,0,0,1,2,2,2,0
"1039",1,1,0,0,0,0,1,2,2,0,0.5,1,1,1,2,0,0,0,0,0,0,0,0,0,1,2,2,0,0.5,1,1,1,2,0,0,0,0,0,0,0,1
"1040",1,1,0,0,0,0,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7,9,0,0,0,0,6,6,0,0,0,0,0,0,1,1
"1041",1,1,0,0,0,0,4,8,8,0,0,0,4.5,9,9,0,0,0,2.5,5,5,0,0,0,15.5,31,31,0,0,0,29,58,58,0,0,0,11.5,23,23,1,1
"1042",1,1,0,0,0,0.5,1.25,2,3,0,0,0.5,1.5,3,4,0,0,0,0.25,1,1,0,0,1,3,6,8,0,0,1.5,4.25,8,11,0,0,0.5,2.25,6,7,0,2
"1043",1,1,0,0,0,0.5,1.75,4,5,0,0,0.5,1.5,3,4,0,0,0,0.25,1,1,0,0,0.5,3.75,12,13,0,0,0.5,2.25,6,7,0,0,0,1.75,7,7,0,0
"1044",1,1,0,0,0,0.5,1.75,4,5,0,0,0.5,1.75,4,5,0,0,0,0.5,2,2,0,0,1,5.25,15,17,0,0.75,1,7.5,27,29,0,0,0,1.75,7,7,2,1
"1045",1,1,0,0,0,2,3,6,24,0,0,0.5,1,1,6,0,0,0,0,0,0,0,0.75,3,4.5,12,43,0,0,1,2.25,5,17,0,0,0,0,1,1,1,0
"1046",1,1,0,0,0.25,0.5,0.75,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.5,0.75,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1047",1,1,0,0,0.25,0.5,0.75,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.5,0.75,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"1048",1,1,0,0,0.25,0.5,0.75,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.5,0.75,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"1049",1,1,0,0,0.25,0.5,0.75,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.5,0.75,1,1,0,0,0,0,0,0,0,0.25,0.5,0.75,1,1,2,2
"1050",1,1,0,0,0.25,0.5,0.75,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.5,0.75,1,1,0,0.25,0.5,0.75,1,1,0,0,0,0,0,0,0,0
"1051",1,1,0,0,0.25,0.5,0.75,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.5,0.75,1,1,0,0.25,0.5,0.75,1,1,0,0,0,0,0,0,1,2
"1052",1,1,0,0,0.25,0.5,0.75,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,1,1.5,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1053",1,1,0,0,0.25,0.5,0.75,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,1,1.5,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,1
"1054",1,1,0,0,0.25,0.5,0.75,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,1,1.5,2,2,0,0.25,0.5,0.75,1,1,0,0.25,0.5,0.75,1,1,2,1
"1055",1,1,0,0,0.25,0.5,0.75,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.75,1.5,2.25,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"1056",1,1,0,0,0.25,0.5,0.75,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.75,1.5,2.25,3,3,0,0,0,0,0,0,0,0,0,0,0,0,1,2
"1057",1,1,0,0,0.25,0.5,0.75,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.75,1.5,2.25,3,3,0,0.25,0.5,0.75,1,1,0,0.75,1.5,2.25,3,3,2,1
"1058",1,1,0,0,0.25,0.5,0.75,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.75,1.5,2.25,3,3,0,0.5,1,1.5,2,2,0,0.25,0.5,0.75,1,1,1,1
"1059",1,1,0,0,0.25,0.5,0.75,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.75,1.5,2.25,3,3,0,2,4,6,8,8,0,0,0,0,0,0,1,1
"1060",1,1,0,0,0.25,0.5,0.75,1,1,0,0,0,0,0,0,0,0.25,0.5,0.75,1,1,0,0.25,0.5,0.75,1,1,0,0,0,0,0,0,0,0.25,0.5,0.75,1,1,0,0
"1061",1,1,0,0,0.25,0.5,0.75,1,1,0,0,0,0,0,0,0,0.25,0.5,0.75,1,1,0,0.5,1,1.5,2,2,0,0,0,0,0,0,0,0.25,0.5,0.75,1,1,0,1
"1062",1,1,0,0,0.25,0.5,0.75,1,1,0,0.25,0.5,0.75,1,1,0,0,0,0,0,0,0,0.25,0.5,0.75,1,1,0,0.25,0.5,0.75,1,1,0,0,0,0,0,0,0,2
"1063",1,1,0,0,0.25,0.5,0.75,1,1,0,0.25,0.5,0.75,1,1,0,0,0,0,0,0,0,0.25,0.5,0.75,1,1,0,0.25,0.5,0.75,1,1,0,0,0,0,0,0,1,1
"1064",1,1,0,0,0.25,0.5,0.75,1,1,0,0.25,0.5,0.75,1,1,0,0,0,0,0,0,0,0.25,0.5,0.75,1,1,0,0.25,0.5,0.75,1,1,0,0,0,0,0,0,2,2
"1065",1,1,0,0,0.25,0.5,0.75,1,1,0,0.25,0.5,0.75,1,1,0,0,0,0,0,0,0,0.25,0.5,0.75,1,1,0,0.25,0.5,0.75,1,1,0,0.25,0.5,0.75,1,1,0,1
"1066",1,1,0,0,0.25,0.5,0.75,1,1,0,0.25,0.5,0.75,1,1,0,0,0,0,0,0,0,0.25,0.5,0.75,1,1,0,0.25,0.5,0.75,1,1,0,0.25,0.5,0.75,1,1,1,0
"1067",1,1,0,0,0.25,0.5,0.75,1,1,0,0.25,0.5,0.75,1,1,0,0,0,0,0,0,0,0.5,1,1.5,2,2,0,0.25,0.5,0.75,1,1,0,0,0,0,0,0,0,2
"1068",1,1,0,0,0.25,0.5,0.75,1,1,0,0.25,0.5,0.75,1,1,0,0,0,0,0,0,0,0.5,1,1.5,2,2,0,0.25,0.5,0.75,1,1,0,0,0,0,0,0,2,0
"1069",1,1,0,0,0.25,0.5,0.75,1,1,0,0.25,0.5,0.75,1,1,0,0,0,0,0,0,0,0.75,1.5,2.25,3,3,0,0.75,1.5,2.25,3,3,0,0,0,0,0,0,0,0
"1070",1,1,0,0,0.25,0.5,0.75,1,1,0,0.25,0.5,0.75,1,1,0,0,0,0,0,0,0,0.75,1.5,2.25,3,3,0,1.25,2.5,3.75,5,5,0,0.25,0.5,0.75,1,1,2,1
"1071",1,1,0,0,0.25,0.5,0.75,1,1,0,0.25,0.5,0.75,1,1,0,0,0,0,0,0,0,0.75,1.5,2.25,3,3,1,1.25,1.5,1.75,2,3,0,0.25,0.5,0.75,1,1,2,2
"1072",1,1,0,0,0.25,0.5,0.75,1,1,0,0.25,0.5,0.75,1,1,0,0,0,0,0,0,1,1,1,1,1,2,0,0.25,0.5,0.75,1,1,0,0,0,0,0,0,2,0
"1073",1,1,0,0,0.25,0.5,0.75,1,1,0,0.25,0.5,0.75,1,1,0,0,0,0,0,0,1,1,1,1,1,2,0,0.5,1,1.5,2,2,0,0,0,0,0,0,1,0
"1074",1,1,0,0,0.25,0.5,0.75,1,1,0,0.25,0.5,0.75,1,1,0,0,0,0,0,0,1,1,1,1,1,2,1,1.25,1.5,1.75,2,3,0,0,0,0,0,0,1,2
"1075",1,1,0,0,0.25,0.5,0.75,1,1,0,0.25,0.5,0.75,1,1,0,0,0,0,0,0,1,1.25,1.5,1.75,2,3,0,0.5,1,1.5,2,2,0,0,0,0,0,0,2,0
"1076",1,1,0,0,0.25,0.5,0.75,1,1,0,0.25,0.5,0.75,1,1,0,0,0,0,0,0,1,3.5,6,8.5,11,12,0,1.25,2.5,3.75,5,5,0,0,0,0,0,0,2,0
"1077",1,1,0,0,0.25,0.5,0.75,1,1,0,0.25,0.5,0.75,1,1,0,0,0,0,0,0,3,3.25,3.5,3.75,4,7,1,1.25,1.5,1.75,2,3,0,0,0,0,0,0,0,2
"1078",1,1,0,0,0.25,0.5,0.75,1,1,0,0.25,0.5,0.75,1,1,0,0,0,0,0,0,3,3.5,4,4.5,5,8,0,0.25,0.5,0.75,1,1,0,0.25,0.5,0.75,1,1,1,0
"1079",1,1,0,0,0.25,0.5,0.75,1,1,0,0.25,0.5,0.75,1,1,0,0.25,0.5,0.75,1,1,0,0.25,0.5,0.75,1,1,0,0.25,0.5,0.75,1,1,0,0.25,0.5,0.75,1,1,2,1
"1080",1,1,0,0,0.25,0.5,0.75,1,1,0,0.5,1,1.5,2,2,0,0.25,0.5,0.75,1,1,0,1.5,3,4.5,6,6,0,1.5,3,4.5,6,6,0,0.5,1,1.5,2,2,0,0
"1081",1,1,0,0,0.25,0.5,0.75,1,1,1,1.5,2,2.5,3,4,0,0,0,0,0,0,0,1.25,2.5,3.75,5,5,1,3.75,6.5,9.25,12,13,0,0,0,0,0,0,1,0
"1082",1,1,0,0,0.5,1,1.5,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,1,1.5,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1083",1,1,0,0,0.5,1,1.5,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1.25,2.5,3.75,5,5,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"1084",1,1,0,0,0.5,1,1.5,2,2,0,0.25,0.5,0.75,1,1,0,0,0,0,0,0,0,0.75,1.5,2.25,3,3,0,0.25,0.5,0.75,1,1,0,0,0,0,0,0,1,1
"1085",1,1,0,0,0.5,1,1.5,2,2,0,0.5,1,1.5,2,2,0,0.25,0.5,0.75,1,1,0,1,2,3,4,4,0,0.5,1,1.5,2,2,0,0.25,0.5,0.75,1,1,1,1
"1086",1,1,0,0,0.5,1,1.5,2,2,0,1,2,3,4,4,0,0.25,0.5,0.75,1,1,0,0.75,1.5,2.25,3,3,0,1.5,3,4.5,6,6,0,1.25,2.5,3.75,5,5,1,2
"1087",1,1,0,0,0.5,1,2,3,4,0,0,0,1.5,3,3,0,0,0,0.5,1,1,0,0.5,1,3.5,6,7,0,0,0,3,6,6,0,0,0,2,4,4,1,0
"1088",1,1,0,0,0.75,1.5,2.25,3,3,0,0.25,0.5,0.75,1,1,0,0,0,0,0,0,0,0.75,1.5,2.25,3,3,0,0.25,0.5,0.75,1,1,0,0,0,0,0,0,1,2
"1089",1,1,0,0,0.75,2,3.25,4,8,0,0,0,2,8,8,0,0,0.5,3.75,12,13,0,0.75,7.5,18,30,45,0,0,3.5,16,43,50,0,0,4.5,13.25,26,35,2,2
"1090",1,1,0,1,1,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,2,1
"1091",1,1,0,1,1,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1.25,1.5,1.75,2,3,0,0,0,0,0,0,0,0,0,0,0,0,1,2
"1092",1,1,0,1,1,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1.25,1.5,1.75,2,3,0,0,0,0,0,0,0,0,0,0,0,0,2,2
"1093",1,1,0,1,1,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1.5,2,2.5,3,4,0,0,0,0,0,0,0,0.25,0.5,0.75,1,1,0,2
"1094",1,1,0,1,1,1,1,1,2,0,0.5,1,1.5,2,2,0,0,0,0,0,0,1,1.75,2.5,3.25,4,5,0,0.75,1.5,2.25,3,3,0,0,0,0,0,0,1,0
"1095",1,1,0,1,1.25,1.5,1.75,2,3,0,0.25,0.5,0.75,1,1,0,0,0,0,0,0,1,2.5,4,5.5,7,8,0,1,2,3,4,4,0,0,0,0,0,0,0,2
"1096",1,1,0,1,1.25,1.5,1.75,2,3,0,0.25,0.5,0.75,1,1,0,0,0,0,0,0,2,2,2,2,2,4,0,2.5,5,7.5,10,10,0,0,0,0,0,0,2,1
"1097",1,1,0,1,1.25,1.5,1.75,2,3,0,0.25,0.5,0.75,1,1,0,0.25,0.5,0.75,1,1,1,1.25,1.5,1.75,2,3,0,0.5,1,1.5,2,2,0,0.25,0.5,0.75,1,1,0,2
"1098",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1099",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"1100",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"1101",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,1,1,2,2
"1102",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,1,1,1,2
"1103",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,1,1,2,2
"1104",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,1,2,3,4,2,1
"1105",1,1,1,0,0,0,0,0,0,0,0,0,0.5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,1,1,0,0,0,0,0,0,0,0
"1106",1,1,1,0,0,0,0,0,0,0,0,0,0.5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,1,1,0,0,0,0,0,0,1,0
"1107",1,1,1,0,0,0,0,0,0,0,0,0,0.5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,1,1,0,0,0,0,0,0,2,0
"1108",1,1,1,0,0,0,0,0,0,0,0,0,0.5,1,1,0,0,0,0,0,0,0,0,0,0.5,1,1,0,0,0,1,2,2,0,0,0,0,0,0,2,2
"1109",1,1,1,0,0,0,0,0,0,0,0,0,0.5,1,1,0,0,0,0.5,1,1,0,0,0,0,0,0,0,0,0,0.5,1,1,0,0,0,0.5,1,1,2,1
"1110",1,1,1,0,0,0,0,0,0,0,0,0,0.5,1,1,0,0.5,1,1,1,2,0,0,0,0,0,0,0,0.5,1,1,1,2,0,0.5,1,1.5,2,3,2,0
"1111",1,1,1,0,0,0,0,0,0,0,0,0.5,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,1.25,2,3,0,0,0,0.25,1,1,2,2
"1112",1,1,1,0,0,0,0,0,0,0,0.5,1,1,1,2,0,0,0,0.5,1,1,0,0,0,2.5,5,5,0,0.5,1,2,3,4,0,0,0,0.5,1,1,0,2
"1113",1,1,1,0,0,0,0,0,0,0,0.5,1,1,1,2,0,0.5,1,1.5,2,3,0,0,0,0,0,0,0,0.5,1,1.5,2,3,0,0.5,1,2,3,4,1,0
"1114",1,1,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,2,2,0,0,0,0,2,2,0,0,0,0,1,1,0,0
"1115",1,1,1,0,0,0,0.25,1,1,0,0,0.5,1.25,2,3,0,0,0,0.25,1,1,0,0,0,1.75,7,7,0,0,0.5,5.5,19,20,0,0,0,1,4,4,2,0
"1116",1,1,1,0,0,0,0.5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1117",1,1,1,0,0,0,0.5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2
"1118",1,1,1,0,0,0,0.5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,1,1,0,0,0,0.5,1,1,0,0,0,0.5,1,1,2,2
"1119",1,1,1,0,0,0,0.5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,0,0,0,1,2,2,0,0,0,0,0,0,0,1
"1120",1,1,1,0,0,0,0.5,1,1,0,0,0,0,0,0,0,0,0,1,2,2,0,0,0,0.5,1,1,0,0,0,0,0,0,0,0,0,1,2,2,0,0
"1121",1,1,1,0,0,0,0.5,1,1,0,0,0,0,0,0,0,0.5,1,1,1,2,0,0,0,10.5,21,21,0,0,0,0,0,0,0,0.5,1,2.5,4,5,0,0
"1122",1,1,1,0,0,0,0.5,1,1,0,0,0,0.5,1,1,0,0,0,0,0,0,0,0,0,0.5,1,1,0,0,0,0.5,1,1,0,0,0,0,0,0,2,1
"1123",1,1,1,0,0,0,0.5,1,1,0,0,0,0.5,1,1,0,0,0,0,0,0,0,0,0,1.5,3,3,0,0,0,1.5,3,3,0,0,0,0,0,0,2,1
"1124",1,1,1,0,0,0,0.5,1,1,0,0,0,0.5,1,1,0,0,0,0,0,0,0,0,0,6,12,12,0,0.5,1,2.5,4,5,0,0,0,0,0,0,1,1
"1125",1,1,1,0,0,0,0.5,1,1,0,0,0,0.5,1,1,1,1,1,1.5,2,4,0,0,0,2,4,4,0,0.5,1,5.5,10,11,1,1,1,4.5,8,10,1,0
"1126",1,1,1,0,0,0,0.5,1,1,0,0.5,1,1,1,2,0,0,0,0,0,0,0,0.5,1,2,3,4,0,0.5,1,1.5,2,3,0,0,0,0,0,0,0,0
"1127",1,1,1,0,0,0,0.5,1,1,0,0.5,1,1,1,2,0,0,0,0.5,1,1,0,0,0,1,2,2,0,0.5,1,1.5,2,3,0,0,0,0.5,1,1,1,2
"1128",1,1,1,0,0,0,0.5,1,1,0,0.5,1,1.5,2,3,0,0,0,0.5,1,1,0,0,0,3,6,6,1,1.5,2,3,4,7,0,0.5,1,1,1,2,1,1
"1129",1,1,1,0,0,0,0.5,2,2,0,0,0,0.5,2,2,0,0,0,0.25,1,1,0,0,0,0.75,3,3,0,0,0,1,4,4,0,0,0,0.25,1,1,1,0
"1130",1,1,1,0,0,0,0.5,2,2,0,0,0,1,4,4,0,0,0.5,1.75,4,5,0,0,0,0.75,3,3,0,0,0,1.75,7,7,0,0,0.5,2,5,6,1,2
"1131",1,1,1,0,0,0,0.75,3,3,0,0,0.5,1,1,2,0,0,0.5,1,1,2,0,0,0,2,8,8,0,0,0.5,2,5,6,0,0,1,3,6,8,2,0
"1132",1,1,1,0,0,0,1,2,2,0,0,0,1,2,2,0,0,0,0,0,0,0,0,0,1,2,2,0,0,0,1,2,2,0,0,0,0,0,0,1,2
"1133",1,1,1,0,0,0,1,2,2,0,0,0,2,4,4,0,0,0,1,2,2,0,0,0,1,2,2,0,0,0,3,6,6,0,0,0,2.5,5,5,2,2
"1134",1,1,1,0,0,0.5,1,1,2,0,0,0,0.5,2,2,0,0,0,0.25,1,1,0,0,0.5,1.25,2,3,0,0,0,0.5,2,2,0,0,0,0.5,2,2,2,1
"1135",1,1,1,0,0,0.5,1,1,2,0,0.75,1,1,1,3,0,0,0,0,0,0,0,0,0.5,1,1,2,0,0.75,1,1.25,2,4,0,0,0,0,0,0,2,2
"1136",1,1,1,0,0,0.5,1.25,2,3,0,0,0,1.25,5,5,0,0,0,1,4,4,0,0,1,6,18,20,0,0,0.5,4.75,16,17,0,0,0,1,4,4,1,2
"1137",1,1,1,0,0.5,1,1,1,2,0,0,0,0.5,1,1,0,0,0,0.5,1,1,0,1,2,3,4,6,0,0.5,1,1,1,2,0,0,0,0.5,1,1,1,0
"1138",1,1,1,0,0.5,1,1,1,2,0,0,0,1,2,2,0,0,0,0,0,0,0,0.5,1,6,11,12,0,0,0,7,14,14,0,0,0,1,2,2,2,1
"1139",1,1,1,0,0.5,1,1.5,2,3,0,0,0,1,2,2,0,0,0,0,0,0,0,0.5,1,1.5,2,3,0,0,0,1,2,2,0,0,0,0,0,0,2,0
"1140",1,1,1,0,0.75,1,1,1,3,0,0,0,0.25,1,1,0,0,0.5,1.25,2,3,0,0.75,1,1.75,4,6,0,0,0,0.25,1,1,0,0.75,1,1.75,4,6,0,0
"1141",1,1,1,0,0.75,1,1.5,3,5,0,0,0.5,1,1,2,0,0,0,0.25,1,1,0,0.75,1,2.75,8,10,0,0,1,2,2,4,0,0,0.5,1,1,2,1,2
"1142",1,1,1,0,0.75,1,1.5,3,5,0,0.75,1,1.25,2,4,0,0,0,0.75,3,3,0,0.75,1,2,5,7,0,0.75,1.5,3,6,9,0,0,0.5,2,5,6,2,1
"1143",1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1144",1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,1,1,0,2
"1145",1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,1,1,1,1
"1146",1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,1,1,0,0,0,0,0,0,0,0,0,0.25,1,1,0,0,0,0.25,1,1,1,0
"1147",1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,1,1,0,0,0,0.25,1,1,0,0,0,0,0,0,0,0,0,0.25,1,1,0,2
